model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,tokens_used,error,no_response,reasoning_tokens,question_type,is_enigma,enigma_complexity
qwen3-next-80b-a3b-thinking,huge_tree_en,1,Who are Mel's great-grandparents?,"Kathy,Yvon","Kathy,Yvon",True,True,1.0,46.270899057388306,5681,,False,7558,relation_complexe,False,
qwen3-next-80b-a3b-thinking,huge_tree_en,2,Which of Teresa's children have silver hair?,Kelly,Kelly,True,True,1.0,19.982227087020874,1282,,False,1816,relation_attribut_composee,False,
qwen3-next-80b-a3b-thinking,huge_tree_en,3,Who are all of Len's descendants?,"Abel,Laura,Mel,Yve","Yve,Abel,Laura,Mel",True,True,1.0,38.51079821586609,2377,,False,3092,verticale_descendant,False,
qwen3-next-80b-a3b-thinking,huge_tree_en,4,Which of Laura's siblings work as a nurse?,Abel,Abel,True,True,1.0,44.47358584403992,2732,,False,3692,relation_attribut_composee,False,
qwen3-next-80b-a3b-thinking,huge_tree_en,5,Who has more children: Gil or their siblings?,Gil,None,False,False,0.0,33.960899114608765,4255,,False,6024,conditional,False,
qwen3-next-80b-a3b-thinking,huge_tree_en,6,How many grandsons does Rhonda have?,1,Xen,False,False,0.0,25.37066078186035,2740,,False,3816,comptage_complexe,False,
qwen3-next-80b-a3b-thinking,huge_tree_en,7,Who are Tex's nephews and nieces?,"Fred,Pia,Rachel","Fred,Pia,Rachel",True,True,1.0,34.058037996292114,1983,,False,2568,relation_complexe,False,
qwen3-next-80b-a3b-thinking,huge_tree_en,8,Who are Oz's brothers?,None,None,True,True,1.0,16.010441780090332,1335,,False,1896,relation_complexe,False,
qwen3-next-80b-a3b-thinking,huge_tree_en,9,Which of Brooke's children have gray hair?,Pax,Pax,True,True,1.0,32.545432329177856,591,,False,812,relation_attribut_composee,False,
qwen3-next-80b-a3b-thinking,huge_tree_en,10,Who has chestnut hair and violet eyes?,"Todd,Trevor",Trevor,False,False,0.5,80.66381478309631,6833,,False,8714,recherche_multi_criteres,False,
qwen3-next-80b-a3b-thinking,huge_tree_en,11,Who are Melissa's uncles and aunts?,"Orion,Viv","Orion,Viv",True,True,1.0,46.19863939285278,5391,,False,6890,relation_complexe,False,
qwen3-next-80b-a3b-thinking,huge_tree_en,12,Quelles sont les couleurs de cheveux des beaux-parents des enfants de Xavier ?,"gray,jet black","white,black",False,False,0.0,42.016393423080444,4818,,False,6566,multihop,False,
qwen3-next-80b-a3b-thinking,huge_tree_en,13,Which men are in the same generation as Noah?,"Abel,Alexander,Blake,Charles,Colin,Damien,Darren,Diego,Edgar,Edward,Fernando,Francis,Fred,George,Gil,Grant,Gus,Hector,Henry,Hux,Ike,Jack,Jax,Jose,Keith,Kyle,Lance,Leo,Lester,Liam,Louis,Luke,Marcus,Mel,Moe,Nathan,Neil,Nicholas,Nolan,Norman,Oscar,Otto,Owen,Oz,Philip,Sam,Samuel,Sebastian,Sid,Steven,Timothy,Tristan,Tux,Tyler,Vic,Vincent,Wade,Walt,Walter,Warren,Wayne,Wes,Wilfredo,Xen,Xu,York,Yves,Yves,Zane,Zep",Wayne,False,False,0.014492753623188406,100.57269930839539,5295,,False,7734,transversale_generation,False,
qwen3-next-80b-a3b-thinking,huge_tree_en,14,Who has the same number of children as Rodrigo?,"Aaron,Alba,Andrea,Andy,Arthur,Ava,Brooke,Courtney,Diego,Edith,Edward,Emma,Faye,Felicity,Gloria,Gordon,Greta,Hal,Harold,Hugo,Ira,Iris,Ivan,Jade,Jake,James,Janet,Jay,Jeremy,Jim,Kelly,Kenneth,Kristen,Lance,Leonard,Lila,Mason,Max,Michael,Monica,Mya,Nat,Nell,Octavia,Opal,Orion,Pat,Patricia,Paul,Penny,Peter,Petra,Quentin,Ralph,Randall,Robert,Rose,Ruben,Rue,Samantha,Sandra,Sylvia,Tanya,Tara,Tex,Theodore,Tia,Tina,Tony,Trevor,Una,Vera,Vernon,Veronica,Vince,Wil,Win,Xavier,Xia,Ximena,Xiomara,Yann,Yma,Yuki,Yvette,Yvonne,Zach,Zachary,Zyx","Aaron,Alba,Andy,Ava,Brooke,Courtney,Emma,Faye,Gloria,Gordon,Hal,Hugo,Iris,Jade,Janet,James,Nat,Penny,Peter,Quentin,Randall,Robert,Rodrigo,Rose,Samantha,Sylvia,Trevor,Vernon,Veronica,Vince,Wil,Xiomara,Yann,Yma,Zach,Zyx",False,False,0.3888888888888889,79.42300248146057,10979,,False,12322,comparative,False,
qwen3-next-80b-a3b-thinking,huge_tree_en,15,Whose parent is Diego?,"Oliver,Rex","Oliver,Rex",True,True,1.0,20.588764667510986,1375,,False,1890,relation_inverse,False,
qwen3-next-80b-a3b-thinking,huge_tree_en,16,Who are Maya's grandmothers?,Penny,None,False,False,0.0,166.49939489364624,3346,,False,4524,relation_complexe,False,
