model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,prompt_tokens,tokens_used,error,no_response,reasoning_tokens,question_type,is_enigma,enigma_complexity
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,1,Which descendants of Cyrus work as a dentist?,"Sven,Willem",Sven,False,False,0.5,40.584787368774414,50868,2321,,False,2734,verticale_descendant_critere,False,
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,2,Which descendants of Kenya work as a psychologist?,"Anna,Glenda",,False,False,0.0,418.06160831451416,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,verticale_descendant_critere,False,
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,3,Who is the sister of the father of Hugo with dark brown hair?,Bernadette,"Bernadette,Eudora",False,False,0.5,33.88308620452881,50873,1695,,False,1888,enigme,True,5
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,4,"Who is the mother of the person with brown hair, hazel eyes and a black hat?",Ava,,False,False,0.0,418.05854296684265,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,enigme,True,6
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,5,Which descendants of Omar work as a photographer?,"Hester,Tomas","Hester,Tomas",True,True,1.0,98.67204165458679,50868,7576,,False,8048,verticale_descendant_critere,False,
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,6,Which descendants of Langston work as a web designer?,"Celestine,Moe","Celestine,Moe",True,True,1.0,39.409096479415894,50870,2216,,False,2540,verticale_descendant_critere,False,
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,7,"Who is the mother of the person with dark brown hair, amber eyes and a pink hat?",Gloria,,False,False,0.0,418.03270745277405,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,enigme,True,6
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,8,What are the hair colors of Sullivan's children's in-laws?,"silver,strawberry blonde,white",None,False,False,0.0,51.30595064163208,50873,2803,,False,3400,multihop,False,
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,9,"Who is the mother of the person with strawberry blonde hair, black eyes and a white hat?",Corinne,,False,False,0.0,384.1803846359253,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,enigme,True,6
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,10,"Who is the mother of the person with chestnut hair, green eyes and a cream hat?",Jazlyn,Jazlyn,True,True,1.0,17.823879718780518,50878,1375,,False,1592,enigme,True,6
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,11,Who are the children of Elijah's grandparents' siblings?,"Amelia,Arnold,Fallon,Zachary","Fallon,Amelia,Arnold,Zachary",True,True,1.0,41.493873834609985,50870,3350,,False,3658,multihop,False,
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,12,"Who is the father of the person with red hair, hazel eyes and a orange hat?",Elliot,,False,False,0.0,366.7452094554901,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,enigme,True,6
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,13,Who are the grandchildren of Irving's siblings?,"Arden,Godfrey,Heather","Eloise,Marie",False,False,0.0,16.961435556411743,50868,1434,,False,1508,multihop,False,
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,14,"Who is the mother of the person with salt and pepper hair, black eyes and a turquoise hat?",Eudora,,False,False,0.0,343.8391809463501,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,enigme,True,6
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,15,Who are the children of Gertrude's grandparents' siblings?,"Mercer,Yasmine","Yasmine,Mercer",True,True,1.0,38.466668367385864,50872,2950,,False,3288,multihop,False,
