model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,prompt_tokens,tokens_used,error,no_response,reasoning_tokens,question_type,is_enigma,enigma_complexity
qwen-3.6-35b-3a,large_tree_en,1,"Among Maverick and their siblings, who has the most children?",Carol,,False,False,0.0,120.09305238723755,0,0,Timeout,False,0,conditional,False,
qwen-3.6-35b-3a,large_tree_en,2,Who are the children of Ava's grandparents' siblings?,"Belinda,Eli,Giuliana,Julie",,False,False,0.0,120.09266448020935,0,0,Timeout,False,0,multihop,False,
qwen-3.6-35b-3a,large_tree_en,3,What are the hair colors of Pat's children's in-laws?,"auburn,dark brown",,False,False,0.0,120.09116625785828,0,0,Timeout,False,0,multihop,False,
qwen-3.6-35b-3a,large_tree_en,4,Which of Dean's nephews or nieces have black hair?,Glenys,,False,False,0.0,120.09177494049072,0,0,Timeout,False,0,relation_attribut_composee,False,
qwen-3.6-35b-3a,large_tree_en,5,Who are the children of Millie's grandparents' siblings?,"Caitlin,Cathy",,False,False,0.0,120.08999681472778,0,0,Timeout,False,0,multihop,False,
qwen-3.6-35b-3a,large_tree_en,6,Which of Julianne's grandparents have blonde hair?,Zep,,False,False,0.0,120.08855819702148,0,0,Timeout,False,0,relation_attribut_composee,False,
qwen-3.6-35b-3a,large_tree_en,7,Which of Howard's nephews or nieces have chestnut hair?,Alice,,False,False,0.0,120.08717083930969,0,0,Timeout,False,0,relation_attribut_composee,False,
qwen-3.6-35b-3a,large_tree_en,8,Which of Savannah's children work as a secretary?,Reid,Reid,True,True,1.0,85.36453795433044,51037,747,,False,836,relation_attribut_composee,False,
qwen-3.6-35b-3a,large_tree_en,9,Which of Lily's children have silver hair?,Eli,,False,False,0.0,120.08015155792236,0,0,Timeout,False,0,relation_attribut_composee,False,
qwen-3.6-35b-3a,large_tree_en,10,Who are the children of Yumi's grandparents' siblings?,"Isla,Stacey,Sue,Tyra",,False,False,0.0,120.07879328727722,0,0,Timeout,False,0,multihop,False,
qwen-3.6-35b-3a,large_tree_en,11,Who are the grandchildren of Joshua's siblings?,Bernadette,"Lynda,Samantha",False,False,0.0,79.75781512260437,51036,693,,False,736,multihop,False,
qwen-3.6-35b-3a,large_tree_en,12,Which of Ida's children work as a web designer?,Gwendolyn,Gwendolyn,True,True,1.0,88.25932049751282,51038,771,,False,800,relation_attribut_composee,False,
qwen-3.6-35b-3a,large_tree_en,13,Which of Salvatore's children work as a graphic designer?,Ora,Ora,True,True,1.0,47.83802533149719,51038,741,,False,880,relation_attribut_composee,False,
qwen-3.6-35b-3a,large_tree_en,14,Who are the children of Belle's grandparents' siblings?,"Beverly,Carol,Harrison,Hollie,Maverick,Ulrich","Beverly,Carol,Maverick,Harrison,Hollie,Ulrich",True,True,1.0,86.49980401992798,51038,4105,,False,4426,multihop,False,
qwen-3.6-35b-3a,large_tree_en,15,Which of Margaret's children have red hair?,Morris,Morris,True,True,1.0,35.88512635231018,51036,496,,False,578,relation_attribut_composee,False,
moonshotai/kimi-k2.6,large_tree_en,1,"Among Maverick and their siblings, who has the most children?",Carol,Carol,True,True,1.0,54.51176357269287,48844,912,,False,1172,conditional,False,
moonshotai/kimi-k2.6,large_tree_en,2,Who are the children of Ava's grandparents' siblings?,"Belinda,Eli,Giuliana,Julie",,False,False,0.0,120.07181477546692,0,0,Timeout,False,0,multihop,False,
