model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,tokens_used,error,no_response,reasoning_tokens,question_type,is_enigma,enigma_complexity
qwen-3.2-2507,huge_tree_en,1,Who is the child of the daughter of Todd with chestnut hair?,Mona,None,False,False,0.0,3.0794379711151123,2,,False,0,enigme,True,2
qwen-3.2-2507,huge_tree_en,2,Who are Victor's female cousins?,Pia,"Rebecca,Francine,Sophie,Una,Emma,Rachel,Isabella,Monica,Julia,Pia,Danielle,Diana,Ursula,Opal,Andrea,Cynthia,Jonathan,Yvon,Thomas,Xia",False,False,0.05,2.247744083404541,47,,False,0,relation_complexe,False,
qwen-3.2-2507,huge_tree_en,3,Which of Amy's grandparents have jet black hair?,Sam,"Sam,Amelia",False,False,0.5,5.175679683685303,4,,False,0,relation_attribut_composee,False,
qwen-3.2-2507,huge_tree_en,4,Who are Cynthia's uncles?,Grant,"Jonathan,Yvon",False,False,0.0,3.1640853881835938,4,,False,0,relation_complexe,False,
qwen-3.2-2507,huge_tree_en,5,Who are Francine's siblings?,"Rebecca,Victor","Rebecca,Victor",True,True,1.0,5.115528345108032,6,,False,0,relation_complexe,False,
qwen-3.2-2507,huge_tree_en,6,Which of Jasmine's grandparents have auburn hair?,Timothy,"Amelia,Ed",False,False,0.0,1.985053539276123,5,,False,0,relation_attribut_composee,False,
qwen-3.2-2507,huge_tree_en,7,Which of James's grandparents have gray hair?,Delia,"Zachary,Silvia",False,False,0.0,3.05179762840271,7,,False,0,relation_attribut_composee,False,
qwen-3.2-2507,huge_tree_en,8,Who are Rita's brothers?,"Dean,Grant","Dean,Grant",True,True,1.0,5.065172433853149,4,,False,0,relation_complexe,False,
qwen-3.2-2507,huge_tree_en,9,Whose child is Zelda?,"Ida,Todd","Ida,Todd",True,True,1.0,3.0002708435058594,5,,False,0,relation_inverse,False,
qwen-3.2-2507,huge_tree_en,10,Which of Samuel's children work as a waiter?,Nat,Nat,True,True,1.0,3.6978118419647217,2,,False,0,relation_attribut_composee,False,
qwen-3.2-2507,huge_tree_en,11,Which of Caleb's children work as a lawyer?,Rachel,Rachel,True,True,1.0,8.375126600265503,2,,False,0,relation_attribut_composee,False,
qwen-3.2-2507,huge_tree_en,12,Which women are in the same generation as Pia?,"Andrea,Cynthia,Danielle,Diana,Emma,Flo,Francine,Gem,Grace,Isabella,Julia,Monica,Octavia,Opal,Rachel,Rebecca,Shay,Sophie,Una,Ursula,Vera,Xia,Zoe","Pia,Sophie,Una",False,False,0.08333333333333333,3.204275369644165,7,,False,0,transversale_generation,False,
qwen-3.2-2507,huge_tree_en,13,Who has the same number of children as Tiffany?,"Abigail,Amelia,Andre,Benjamin,Bridget,Brooke,Darren,Dave,Ed,Floyd,Ike,Isaac,Javier,Joel,Kent,Linda,Luke,Marie,Marla,Molly,Natalie,Nell,Nina,Nolan,Ora,Paula,Pax,Sam,Sebastian,Silvia,Timothy,Tom,Tyler,Valerie,Vincent,Wyx,Xen,Ximena,Yuki,Zachary,Zoe","Darren,Valerie",False,False,0.04878048780487805,5.041532278060913,6,,False,0,comparative,False,
qwen-3.2-2507,huge_tree_en,14,Who are Victor's male cousins?,Nicolas,"Ben,Derek,Ned,Robert,Theodore,Thomas,Yves,Yvon",False,False,0.0,4.056811809539795,17,,False,0,relation_complexe,False,
qwen-3.2-2507,huge_tree_en,15,Who are Blake's uncles and aunts?,Jeremy,Amy,False,False,0.0,5.321736574172974,2,,False,0,relation_complexe,False,
qwen-3.2-2507,huge_tree_en,16,Which of Francine's siblings work as a farmer?,Rebecca,Rebecca,True,True,1.0,2.254978895187378,3,,False,0,relation_attribut_composee,False,
