model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,tokens_used,error,no_response,reasoning_tokens,question_type,is_enigma,enigma_complexity
gpt-oss-120b,huge_tree_en,1,Who are Mel's great-grandparents?,"Kathy,Yvon","Kathy,Yvon",True,True,1.0,2.7642951011657715,618,,False,754,relation_complexe,False,
gpt-oss-120b,huge_tree_en,2,Which of Teresa's children have silver hair?,Kelly,Kelly,True,True,1.0,9.96447467803955,645,,False,840,relation_attribut_composee,False,
gpt-oss-120b,huge_tree_en,3,Who are all of Len's descendants?,"Abel,Laura,Mel,Yve","Yve,Abel,Laura,Mel,Shay",False,False,0.8,6.255189657211304,545,,False,682,verticale_descendant,False,
gpt-oss-120b,huge_tree_en,4,Which of Laura's siblings work as a nurse?,Abel,Abel,True,True,1.0,7.865556716918945,262,,False,0,relation_attribut_composee,False,
gpt-oss-120b,huge_tree_en,5,Who has more children: Gil or their siblings?,Gil,None,False,False,0.0,11.956410884857178,1650,,False,2122,conditional,False,
gpt-oss-120b,huge_tree_en,6,How many grandsons does Rhonda have?,1,Xen,False,False,0.0,3.3867673873901367,147,,False,158,comptage_complexe,False,
gpt-oss-120b,huge_tree_en,7,Who are Tex's nephews and nieces?,"Fred,Pia,Rachel","<think>
We need to find Tex's nephews,nieces. Tex is a male (M) child of Ava (F),Zachary (M). So Tex's siblings? Need to find Tex's siblings: children of Ava,Zachary. Ava has 2 children: Amy (F),(M). So Tex's sibling is Amy (F). So Tex's nephews/nieces are children of his sibling Amy. Amy's children: Fred (M),Pia (F),Rachel (F). So Tex's nephews/nieces are Fred,Pia,Rachel. Also check if any other siblings? Only Amy. So answer list: Fred,Pia,Rachel. Ensure no other relations like half-siblings? Ava only two children. Zachary also has children: Amy,Tex only? Zachary's children: Amy (F),Tex (M). So yes. So answer.</think>Fred,Pia,Rachel",False,False,0.14285714285714285,4.495198011398315,196,,False,0,relation_complexe,False,
gpt-oss-120b,huge_tree_en,8,Who are Oz's brothers?,None,None,True,True,1.0,1.328627586364746,160,,False,216,relation_complexe,False,
gpt-oss-120b,huge_tree_en,9,Which of Brooke's children have gray hair?,Pax,Pax,True,True,1.0,12.836799383163452,206,,False,0,relation_attribut_composee,False,
gpt-oss-120b,huge_tree_en,10,Who has chestnut hair and violet eyes?,"Todd,Trevor",Trevor,False,False,0.5,39.3330078125,5409,,False,6216,recherche_multi_criteres,False,
gpt-oss-120b,huge_tree_en,11,Who are Melissa's uncles and aunts?,"Orion,Viv","Orion,Viv",True,True,1.0,3.065575122833252,499,,False,638,relation_complexe,False,
gpt-oss-120b,huge_tree_en,12,Quelles sont les couleurs de cheveux des beaux-parents des enfants de Xavier ?,"gray,jet black","white,black",False,False,0.0,12.984777688980103,1189,,False,1586,multihop,False,
