model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,prompt_tokens,tokens_used,error,no_response,reasoning_tokens,question_type,is_enigma,enigma_complexity
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,1,Which descendants of Cyrus work as a dentist?,"Sven,Willem",,False,False,0.0,0.02445697784423828,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,verticale_descendant_critere,False,
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,2,Which descendants of Kenya work as a psychologist?,"Anna,Glenda",,False,False,0.0,0.02550959587097168,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,verticale_descendant_critere,False,
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,3,Who is the sister of the father of Hugo with dark brown hair?,Bernadette,,False,False,0.0,0.025684356689453125,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,enigme,True,5
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,4,"Who is the mother of the person with brown hair, hazel eyes and a black hat?",Ava,,False,False,0.0,0.02744150161743164,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,enigme,True,6
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,5,Which descendants of Omar work as a photographer?,"Hester,Tomas",,False,False,0.0,0.028688907623291016,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,verticale_descendant_critere,False,
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,6,Which descendants of Langston work as a web designer?,"Celestine,Moe",,False,False,0.0,0.03300976753234863,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,verticale_descendant_critere,False,
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,7,"Who is the mother of the person with dark brown hair, amber eyes and a pink hat?",Gloria,,False,False,0.0,0.03280758857727051,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,enigme,True,6
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,8,What are the hair colors of Sullivan's children's in-laws?,"silver,strawberry blonde,white",,False,False,0.0,0.032135725021362305,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,multihop,False,
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,9,"Who is the mother of the person with strawberry blonde hair, black eyes and a white hat?",Corinne,,False,False,0.0,0.016681909561157227,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,enigme,True,6
Intel/Qwen3.6-35B-A3B-int4-AutoRound,large_tree_en,10,"Who is the mother of the person with chestnut hair, green eyes and a cream hat?",Jazlyn,,False,False,0.0,0.016298532485961914,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,enigme,True,6
