model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,prompt_tokens,tokens_used,error,no_response,reasoning_tokens,question_type,is_enigma,enigma_complexity
qwen-3.6-27b,large_tree_en,1,"Among Maverick and their siblings, who has the most children?",Carol,,False,False,0.0,165.38247752189636,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,conditional,False,
qwen-3.6-27b,large_tree_en,2,Who are the children of Ava's grandparents' siblings?,"Belinda,Eli,Giuliana,Julie",,False,False,0.0,165.35777521133423,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,multihop,False,
qwen-3.6-27b,large_tree_en,3,What are the hair colors of Pat's children's in-laws?,"auburn,dark brown",,False,False,0.0,165.37485003471375,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,multihop,False,
qwen-3.6-27b,large_tree_en,4,Which of Dean's nephews or nieces have black hair?,Glenys,,False,False,0.0,165.37255930900574,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,relation_attribut_composee,False,
qwen-3.6-27b,large_tree_en,5,Who are the children of Millie's grandparents' siblings?,"Caitlin,Cathy",,False,False,0.0,165.35341906547546,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,multihop,False,
qwen-3.6-27b,large_tree_en,6,Which of Julianne's grandparents have blonde hair?,Zep,,False,False,0.0,165.36851716041565,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,relation_attribut_composee,False,
qwen-3.6-27b,large_tree_en,7,Which of Howard's nephews or nieces have chestnut hair?,Alice,,False,False,0.0,165.35429453849792,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,relation_attribut_composee,False,
qwen-3.6-27b,large_tree_en,8,Which of Savannah's children work as a secretary?,Reid,,False,False,0.0,165.36413860321045,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,relation_attribut_composee,False,
qwen-3.6-27b,large_tree_en,9,Which of Lily's children have silver hair?,Eli,,False,False,0.0,165.35299253463745,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,relation_attribut_composee,False,
qwen-3.6-27b,large_tree_en,10,Who are the children of Yumi's grandparents' siblings?,"Isla,Stacey,Sue,Tyra",,False,False,0.0,165.3502378463745,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,multihop,False,
qwen-3.6-27b,large_tree_en,11,Who are the grandchildren of Joshua's siblings?,Bernadette,,False,False,0.0,165.34585428237915,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,multihop,False,
qwen-3.6-27b,large_tree_en,12,Which of Ida's children work as a web designer?,Gwendolyn,,False,False,0.0,165.36126136779785,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,relation_attribut_composee,False,
qwen-3.6-27b,large_tree_en,13,Which of Salvatore's children work as a graphic designer?,Ora,,False,False,0.0,0.010089874267578125,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,relation_attribut_composee,False,
qwen-3.6-27b,large_tree_en,14,Who are the children of Belle's grandparents' siblings?,"Beverly,Carol,Harrison,Hollie,Maverick,Ulrich",,False,False,0.0,0.010119438171386719,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,multihop,False,
qwen-3.6-27b,large_tree_en,15,Which of Margaret's children have red hair?,Morris,,False,False,0.0,0.009833335876464844,0,0,"Cannot connect to host 127.0.0.1:8080 ssl:default [Connect call failed ('127.0.0.1', 8080)]",False,0,relation_attribut_composee,False,
