model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,tokens_used,error,no_response,reasoning_tokens,question_type,is_enigma,enigma_complexity
qwen-3.6-35b-3a,large_tree_en,1,Who are Una's oldest ancestors?,"Derek,Iva,Rue",,False,False,0.0,0.0044934749603271484,0,"API Error 404: {""error"":{""message"":""The model `local/qwen-3.6-35b-3a` does not exist."",""type"":""NotFoundError"",""param"":""model"",""code"":404}}",False,0,verticale_ancetre,False,
qwen-3.6-35b-3a,large_tree_en,2,How many people have blue eyes?,6,,False,False,0.0,0.004574298858642578,0,"API Error 404: {""error"":{""message"":""The model `local/qwen-3.6-35b-3a` does not exist."",""type"":""NotFoundError"",""param"":""model"",""code"":404}}",False,0,comptage,False,
qwen-3.6-35b-3a,large_tree_en,3,Who are Karen's cousins?,"Mya,Orlando,Priscilla",,False,False,0.0,0.0010528564453125,0,"API Error 404: {""error"":{""message"":""The model `local/qwen-3.6-35b-3a` does not exist."",""type"":""NotFoundError"",""param"":""model"",""code"":404}}",False,0,relation_complexe,False,
qwen-3.6-35b-3a,large_tree_en,4,Who are Derek's grandsons?,Floyd,,False,False,0.0,0.0010237693786621094,0,"API Error 404: {""error"":{""message"":""The model `local/qwen-3.6-35b-3a` does not exist."",""type"":""NotFoundError"",""param"":""model"",""code"":404}}",False,0,relation_complexe,False,
qwen-3.6-35b-3a,large_tree_en,5,Who is the child of the son of Eli with blonde hair?,Fatima,,False,False,0.0,0.0009899139404296875,0,"API Error 404: {""error"":{""message"":""The model `local/qwen-3.6-35b-3a` does not exist."",""type"":""NotFoundError"",""param"":""model"",""code"":404}}",False,0,enigme,True,2
qwen-3.6-35b-3a,large_tree_en,6,Who are Zelda's sisters?,Pam,,False,False,0.0,0.000982046127319336,0,"API Error 404: {""error"":{""message"":""The model `local/qwen-3.6-35b-3a` does not exist."",""type"":""NotFoundError"",""param"":""model"",""code"":404}}",False,0,relation_complexe,False,
qwen-3.6-35b-3a,large_tree_en,7,How many cousins does Dora have?,4,,False,False,0.0,0.000982046127319336,0,"API Error 404: {""error"":{""message"":""The model `local/qwen-3.6-35b-3a` does not exist."",""type"":""NotFoundError"",""param"":""model"",""code"":404}}",False,0,comptage_complexe,False,
qwen-3.6-35b-3a,large_tree_en,8,Who are Whitney's sisters?,None,,False,False,0.0,0.0009794235229492188,0,"API Error 404: {""error"":{""message"":""The model `local/qwen-3.6-35b-3a` does not exist."",""type"":""NotFoundError"",""param"":""model"",""code"":404}}",False,0,relation_complexe,False,
qwen-3.6-35b-3a,large_tree_en,9,Which of Kit's children work as a mechanic?,Jennifer,,False,False,0.0,0.0009486675262451172,0,"API Error 404: {""error"":{""message"":""The model `local/qwen-3.6-35b-3a` does not exist."",""type"":""NotFoundError"",""param"":""model"",""code"":404}}",False,0,relation_attribut_composee,False,
qwen-3.6-35b-3a,large_tree_en,10,Who has the same number of children as Xara?,"Abigail,Bonnie,Bridget,Edgar,Eleanor,Gregory,Hal,Harold,Ingrid,Jennifer,Jim,Karen,Lila,Lucas,Otis,Ricardo,Richard,Steven,Tia,Tomas,Tyler,Una,Wendy",,False,False,0.0,0.0009353160858154297,0,"API Error 404: {""error"":{""message"":""The model `local/qwen-3.6-35b-3a` does not exist."",""type"":""NotFoundError"",""param"":""model"",""code"":404}}",False,0,comparative,False,
qwen-3.6-35b-3a,large_tree_en,11,Who are Eleanor's children?,"Hal,Pat",,False,False,0.0,0.000978231430053711,0,"API Error 404: {""error"":{""message"":""The model `local/qwen-3.6-35b-3a` does not exist."",""type"":""NotFoundError"",""param"":""model"",""code"":404}}",False,0,relation_directe,False,
qwen-3.6-35b-3a,large_tree_en,12,Who are Fiona's uncles and aunts?,Sue,,False,False,0.0,0.0009789466857910156,0,"API Error 404: {""error"":{""message"":""The model `local/qwen-3.6-35b-3a` does not exist."",""type"":""NotFoundError"",""param"":""model"",""code"":404}}",False,0,relation_complexe,False,
qwen-3.6-35b-3a,large_tree_en,13,How many children does Xyla have?,0,,False,False,0.0,0.0009722709655761719,0,"API Error 404: {""error"":{""message"":""The model `local/qwen-3.6-35b-3a` does not exist."",""type"":""NotFoundError"",""param"":""model"",""code"":404}}",False,0,comptage,False,
qwen-3.6-35b-3a,large_tree_en,14,Who are Gregory's children?,"Pam,Zelda",,False,False,0.0,0.0009140968322753906,0,"API Error 404: {""error"":{""message"":""The model `local/qwen-3.6-35b-3a` does not exist."",""type"":""NotFoundError"",""param"":""model"",""code"":404}}",False,0,relation_directe,False,
qwen-3.6-35b-3a,large_tree_en,15,Which of Eli's children have white hair?,Tomas,,False,False,0.0,0.0010218620300292969,0,"API Error 404: {""error"":{""message"":""The model `local/qwen-3.6-35b-3a` does not exist."",""type"":""NotFoundError"",""param"":""model"",""code"":404}}",False,0,relation_attribut_composee,False,
qwen-3.6-35b-3a,large_tree_en,16,Which of Ricardo's children work as a salesperson?,Karen,,False,False,0.0,0.0012357234954833984,0,"API Error 404: {""error"":{""message"":""The model `local/qwen-3.6-35b-3a` does not exist."",""type"":""NotFoundError"",""param"":""model"",""code"":404}}",False,0,relation_attribut_composee,False,
