model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,tokens_used,error,no_response,reasoning_tokens,question_type,is_enigma,enigma_complexity
moonshotai/kimi-k2-0905,huge_tree_en,1,Who are Mel's great-grandparents?,"Kathy,Yvon","Carter,Yve,Carter,Yve,Aaron,Jade,Aaron,Jade",False,False,0.0,8.637128114700317,17,,False,0,relation_complexe,False,
moonshotai/kimi-k2-0905,huge_tree_en,2,Which of Teresa's children have silver hair?,Kelly,Kelly,True,True,1.0,3.499824047088623,1,,False,0,relation_attribut_composee,False,
moonshotai/kimi-k2-0905,huge_tree_en,3,Who are all of Len's descendants?,"Abel,Laura,Mel,Yve","Yve,Yve,Abel,Laura,Mel",True,True,1.0,10.825225353240967,12,,False,0,verticale_descendant,False,
moonshotai/kimi-k2-0905,huge_tree_en,4,Which of Laura's siblings work as a nurse?,Abel,Abel,True,True,1.0,5.364800453186035,3,,False,0,relation_attribut_composee,False,
moonshotai/kimi-k2-0905,huge_tree_en,5,Who has more children: Gil or their siblings?,Gil,None,False,False,0.0,4.616859674453735,1,,False,0,conditional,False,
moonshotai/kimi-k2-0905,huge_tree_en,6,How many grandsons does Rhonda have?,1,"Belle,Xen",False,False,0.0,5.713401556015015,5,,False,0,comptage_complexe,False,
moonshotai/kimi-k2-0905,huge_tree_en,7,Who are Tex's nephews and nieces?,"Fred,Pia,Rachel","Amy,Pia,Rachel,Iva,Una,Tiffany,Walter,Fred,Pia,Rachel",False,False,0.375,2.830357074737549,21,,False,0,relation_complexe,False,
moonshotai/kimi-k2-0905,huge_tree_en,8,Who are Oz's brothers?,None,Virginia,False,False,0.0,3.429561138153076,2,,False,0,relation_complexe,False,
moonshotai/kimi-k2-0905,huge_tree_en,9,Which of Brooke's children have gray hair?,Pax,"Pax,Teresa",False,False,0.5,3.2113680839538574,6,,False,0,relation_attribut_composee,False,
moonshotai/kimi-k2-0905,huge_tree_en,10,Who has chestnut hair and violet eyes?,"Todd,Trevor",Trevor,False,False,0.5,8.293105363845825,4,,False,0,recherche_multi_criteres,False,
moonshotai/kimi-k2-0905,huge_tree_en,11,Who are Melissa's uncles and aunts?,"Orion,Viv","Richard,Priscilla,Xenia",False,False,0.0,10.536899328231812,8,,False,0,relation_complexe,False,
