model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,tokens_used,error,no_response,reasoning_tokens,question_type,is_enigma,enigma_complexity
z-ai/glm-4.6,huge_tree_en,1,Who are Mel's great-grandparents?,"Kathy,Yvon","Kathy,Yvon",True,True,1.0,45.20139026641846,484,,False,632,relation_complexe,False,
z-ai/glm-4.6,huge_tree_en,2,Which of Teresa's children have silver hair?,Kelly,Kelly,True,True,1.0,24.424506902694702,221,,False,308,relation_attribut_composee,False,
z-ai/glm-4.6,huge_tree_en,3,Who are all of Len's descendants?,"Abel,Laura,Mel,Yve","Yve,Abel,Laura,Mel",True,True,1.0,42.14299273490906,266,,False,342,verticale_descendant,False,
z-ai/glm-4.6,huge_tree_en,4,Which of Laura's siblings work as a nurse?,Abel,Abel,True,True,1.0,13.68488335609436,270,,False,370,relation_attribut_composee,False,
z-ai/glm-4.6,huge_tree_en,5,Who has more children: Gil or their siblings?,Gil,None,False,False,0.0,59.51885437965393,740,,False,1100,conditional,False,
z-ai/glm-4.6,huge_tree_en,6,How many grandsons does Rhonda have?,1,Xen,False,False,0.0,9.46025562286377,269,,False,356,comptage_complexe,False,
z-ai/glm-4.6,huge_tree_en,7,Who are Tex's nephews and nieces?,"Fred,Pia,Rachel","Fred,Pia,Rachel",True,True,1.0,33.32076573371887,392,,False,514,relation_complexe,False,
z-ai/glm-4.6,huge_tree_en,8,Who are Oz's brothers?,None,None,True,True,1.0,34.64349555969238,338,,False,454,relation_complexe,False,
z-ai/glm-4.6,huge_tree_en,9,Which of Brooke's children have gray hair?,Pax,Pax,True,True,1.0,11.447287559509277,177,,False,246,relation_attribut_composee,False,
z-ai/glm-4.6,huge_tree_en,10,Who has chestnut hair and violet eyes?,"Todd,Trevor","Trevor,Todd",True,True,1.0,464.5398986339569,6202,,False,7248,recherche_multi_criteres,False,
z-ai/glm-4.6,huge_tree_en,11,Who are Melissa's uncles and aunts?,"Orion,Viv","Orion,Viv",True,True,1.0,112.62605214118958,2628,,False,3618,relation_complexe,False,
z-ai/glm-4.6,huge_tree_en,12,Quelles sont les couleurs de cheveux des beaux-parents des enfants de Xavier ?,"gray,jet black",None,False,False,0.0,42.9616494178772,467,,False,654,multihop,False,
