model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,prompt_tokens,tokens_used,error,no_response,reasoning_tokens,question_type,is_enigma,enigma_complexity
qwen-3.6-27b,large_tree_en,1,Which descendants of Cyrus work as a dentist?,"Sven,Willem","Sven,Willem",True,True,1.0,97.73163270950317,50868,3192,,False,3518,verticale_descendant_critere,False,
qwen-3.6-27b,large_tree_en,2,Which descendants of Kenya work as a psychologist?,"Anna,Glenda","Glenda,Anna",True,True,1.0,66.30427765846252,50868,2111,,False,2490,verticale_descendant_critere,False,
qwen-3.6-27b,large_tree_en,3,Who is the sister of the father of Hugo with dark brown hair?,Bernadette,Bernadette,True,True,1.0,56.665749073028564,50873,1788,,False,2100,enigme,True,5
qwen-3.6-27b,large_tree_en,4,"Who is the mother of the person with brown hair, hazel eyes and a black hat?",Ava,,False,False,0.0,999.3899703025818,0,0,Timeout,False,0,enigme,True,6
qwen-3.6-27b,large_tree_en,5,Which descendants of Omar work as a photographer?,"Hester,Tomas","Hester,Tomas",True,True,1.0,139.03298926353455,50868,4621,,False,4724,verticale_descendant_critere,False,
qwen-3.6-27b,large_tree_en,6,Which descendants of Langston work as a web designer?,"Celestine,Moe",Moe,False,False,0.5,113.11445879936218,50870,3718,,False,4264,verticale_descendant_critere,False,
qwen-3.6-27b,large_tree_en,7,"Who is the mother of the person with dark brown hair, amber eyes and a pink hat?",Gloria,,False,False,0.0,999.3791925907135,0,0,Timeout,False,0,enigme,True,6
qwen-3.6-27b,large_tree_en,8,What are the hair colors of Sullivan's children's in-laws?,"silver,strawberry blonde,white","strawberry blonde,white,silver",True,True,1.0,117.35719752311707,50873,3860,,False,4592,multihop,False,
qwen-3.6-27b,large_tree_en,9,"Who is the mother of the person with strawberry blonde hair, black eyes and a white hat?",Corinne,Naomi,False,False,0.0,45.82716512680054,50878,1560,,False,1940,enigme,True,6
qwen-3.6-27b,large_tree_en,10,"Who is the mother of the person with chestnut hair, green eyes and a cream hat?",Jazlyn,,False,False,0.0,1000.0509023666382,0,0,Timeout,False,0,enigme,True,6
qwen-3.6-27b,large_tree_en,11,Who are the children of Elijah's grandparents' siblings?,"Amelia,Arnold,Fallon,Zachary","Bjorn,Kit,Natalie",False,False,0.0,79.69571304321289,50870,2763,,False,2898,multihop,False,
qwen-3.6-27b,large_tree_en,12,"Who is the father of the person with red hair, hazel eyes and a orange hat?",Elliot,,False,False,0.0,999.8432061672211,0,0,Timeout,False,0,enigme,True,6
qwen-3.6-27b,large_tree_en,13,Who are the grandchildren of Irving's siblings?,"Arden,Godfrey,Heather","Godfrey,Arden,Heather",True,True,1.0,48.616294145584106,50868,1690,,False,1634,multihop,False,
qwen-3.6-27b,large_tree_en,14,"Who is the mother of the person with salt and pepper hair, black eyes and a turquoise hat?",Eudora,,False,False,0.0,999.9324469566345,0,0,Timeout,False,0,enigme,True,6
qwen-3.6-27b,large_tree_en,15,Who are the children of Gertrude's grandparents' siblings?,"Mercer,Yasmine","Yasmine,Mercer",True,True,1.0,67.26227045059204,50872,2338,,False,2468,multihop,False,
qwen-3.6-27b,large_tree_en,16,Who has the same number of children as Effie?,"Abel,Adela,Adeline,Alana,Alec,Alexa,Amaya,Amelia,Anastasia,Andre,Anita,Annabella,Anouk,Arianna,Ariel,Arlo,Armando,Ashley,Austin,Ava,Azalea,Barnaby,Bjorn,Blake,Bonnie,Bowen,Bradley,Britney,Bruce,Bruno,Cade,Callie,Calvin,Cameron,Caroline,Carter,Celeste,Clarence,Clementine,Cooper,Crystal,Curtis,Cyd,Dane,Danielle,Darren,Davis,Denver,Derek,Dion,Dottie,Drew,Duke,Dustin,Easton,Ebony,Edison,Eileen,Eliana,Elijah,Elodie,Eloise,Esther,Eunice,Evan,Evangeline,Everett,Fallon,Farley,Felipe,Fernanda,Finnegan,Florence,Floyd,Franco,Fraser,Genevieve,Gerald,Gertrude,Gil,Glenn,Gordon,Grady,Gunnar,Hannah,Hayden,Heath,Heather,Helena,Hope,Horace,Hudson,Hugo,Iliana,Imogen,Iris,Ivan,Ivana,Jacinda,Janelle,Janine,Jason,Jasper,Jeremiah,Jeremy,Jethro,Jewel,Joanna,Johann,John,Jordan,Judith,Judy,Julia,Juliana,Julianne,Juliet,June,Katya,Kay,Keith,Kendall,Kenna,Kingsley,Kira,Kirby,Knox,Kristen,Lacey,Lamar,Lamont,Lana,Larry,Lillian,Lily,Lincoln,Linus,Lloyd,Lorna,Lowell,Luther,Lyle,Magdalena,Maggie,Margot,Mariah,Marissa,Marlene,Marvin,Matilda,Maude,Maverick,Mel,Melinda,Mercer,Mercy,Meredith,Mila,Milena,Millie,Murphy,Murray,Nat,Nayeli,Ned,Nerissa,Nikita,Nola,Novella,Odin,Orion,Oscar,Oswald,Otis,Oz,Paola,Pascal,Pat,Patrick,Pauline,Pax,Pearl,Pedro,Pierce,Prudence,Rachel,Rafael,Rafaela,Raphael,Reed,Remy,Reuben,Rhonda,Riley,Robert,Roberto,Roger,Ross,Rufus,Saffron,Salome,Samira,Sasha,Shanna,Sharon,Solange,Steve,Tessa,Thea,Thiago,Tia,Tilly,Tina,Tony,Trent,Trenton,Truman,Tyler,Uma,Ursula,Valeria,Viggo,Vince,Viv,Walker,Warren,William,Wilson,Wyatt,Yma,Yolanda,Yumi,Yve,Zed,Ziva,Zoey,Zola",,False,False,0.0,999.5539894104004,0,0,Timeout,False,0,comparative,False,
qwen-3.6-27b,large_tree_en,17,Who has the same number of children as Dottie?,"Abel,Adela,Adeline,Alana,Alec,Alexa,Amaya,Amelia,Anastasia,Andre,Anita,Annabella,Anouk,Arianna,Ariel,Arlo,Armando,Ashley,Austin,Ava,Azalea,Barnaby,Bjorn,Blake,Bonnie,Bowen,Bradley,Britney,Bruce,Bruno,Cade,Callie,Calvin,Cameron,Caroline,Carter,Celeste,Clarence,Clementine,Cooper,Crystal,Curtis,Cyd,Dane,Danielle,Darren,Davis,Denver,Derek,Dion,Drew,Duke,Dustin,Easton,Ebony,Edison,Effie,Eileen,Eliana,Elijah,Elodie,Eloise,Esther,Eunice,Evan,Evangeline,Everett,Fallon,Farley,Felipe,Fernanda,Finnegan,Florence,Floyd,Franco,Fraser,Genevieve,Gerald,Gertrude,Gil,Glenn,Gordon,Grady,Gunnar,Hannah,Hayden,Heath,Heather,Helena,Hope,Horace,Hudson,Hugo,Iliana,Imogen,Iris,Ivan,Ivana,Jacinda,Janelle,Janine,Jason,Jasper,Jeremiah,Jeremy,Jethro,Jewel,Joanna,Johann,John,Jordan,Judith,Judy,Julia,Juliana,Julianne,Juliet,June,Katya,Kay,Keith,Kendall,Kenna,Kingsley,Kira,Kirby,Knox,Kristen,Lacey,Lamar,Lamont,Lana,Larry,Lillian,Lily,Lincoln,Linus,Lloyd,Lorna,Lowell,Luther,Lyle,Magdalena,Maggie,Margot,Mariah,Marissa,Marlene,Marvin,Matilda,Maude,Maverick,Mel,Melinda,Mercer,Mercy,Meredith,Mila,Milena,Millie,Murphy,Murray,Nat,Nayeli,Ned,Nerissa,Nikita,Nola,Novella,Odin,Orion,Oscar,Oswald,Otis,Oz,Paola,Pascal,Pat,Patrick,Pauline,Pax,Pearl,Pedro,Pierce,Prudence,Rachel,Rafael,Rafaela,Raphael,Reed,Remy,Reuben,Rhonda,Riley,Robert,Roberto,Roger,Ross,Rufus,Saffron,Salome,Samira,Sasha,Shanna,Sharon,Solange,Steve,Tessa,Thea,Thiago,Tia,Tilly,Tina,Tony,Trent,Trenton,Truman,Tyler,Uma,Ursula,Valeria,Viggo,Vince,Viv,Walker,Warren,William,Wilson,Wyatt,Yma,Yolanda,Yumi,Yve,Zed,Ziva,Zoey,Zola",,False,False,0.0,999.868369102478,0,0,Timeout,False,0,comparative,False,
qwen-3.6-27b,large_tree_en,18,Who has the same hair color as Thornton's mother's father?,"Alexa,Alexia,Ashlyn,Audra,Aurelia,Barry,Bertram,Bob,Cameron,Carla,Cedric,Charles,Coco,Elsie,Ezekiel,Fatima,Gregory,Haley,Hazel,Hudson,Israel,Iva,Jacinda,Jesse,Jill,Jolie,Kassandra,Lana,Lars,Lenora,Leo,Leonard,Lilly,Lorna,Marcus,Marissa,May,Maya,Melanie,Morgan,Nora,Odin,Oriana,Philippa,Phoenix,Phyllis,Polly,Raven,Shay,Steve,Sue,Susan,Temperance,Thea,Theresa,Tux,Valerie,Winifred,Zinnia",None,False,False,0.0,79.75590920448303,50872,2755,,False,3450,multihop,False,
qwen-3.6-27b,large_tree_en,19,Who is the sister of the mother of Alexa with blonde hair?,Norma,Norma,True,True,1.0,45.58145570755005,50872,1549,,False,1982,enigme,True,5
qwen-3.6-27b,large_tree_en,20,Which descendants of Gideon work as a accountant?,"Billie,Mercy","Billie,Mercy",True,True,1.0,89.48635745048523,50869,3023,,False,2998,verticale_descendant_critere,False,
qwen-3.6-27b,large_tree_en,21,"Among Kayla and their siblings, who has the most children?","Angelina,Gretel,Kayla",Gretel,False,False,0.3333333333333333,67.99139142036438,50872,1697,,False,1756,conditional,False,
qwen-3.6-27b,large_tree_en,22,Who are the children of Roscoe's grandparents' siblings?,Thea,Thea,True,True,1.0,77.68716287612915,50871,2558,,False,2800,multihop,False,
qwen-3.6-27b,large_tree_en,23,"Among Lowell and their siblings, who has the most children?",Lawrence,Lawrence,True,True,1.0,589.5283904075623,50871,1054,,False,1152,conditional,False,
qwen-3.6-27b,large_tree_en,24,Who is the sister of the mother of Guinevere with salt and pepper hair?,Lee,None,False,False,0.0,277.5455632209778,50876,4679,,False,6266,enigme,True,5
qwen-3.6-27b,large_tree_en,25,"Who is the mother of the person with dark brown hair, light brown eyes and a green hat?",Alyssa,Paola,False,False,0.0,656.4585001468658,50879,14073,,False,15358,enigme,True,6
qwen-3.6-27b,large_tree_en,26,Which descendants of Lawson work as a dentist?,"Sven,Willem","Sven,Willem",True,True,1.0,161.07048749923706,50868,3072,,False,3190,verticale_descendant_critere,False,
qwen-3.6-27b,large_tree_en,27,"If Deborah has brothers, who are their daughters?","Candace,Suri","Candace,Suri",True,True,1.0,69.14560508728027,50869,1273,,False,1368,conditional,False,
qwen-3.6-27b,large_tree_en,28,Who has the same number of children as Alvin?,"Adrian,Agnes,Aleena,Alessandra,Alyssa,Ana,Andy,Archie,Arden,Arnold,Ashanti,Ashlyn,Becky,Betty,Billie,Bob,Brady,Briar,Brice,Brooke,Caleb,Carina,Carla,Casey,Cecil,Chance,Charlene,Charles,Chase,Chloe,Claire,Clark,Connor,Constance,Corinne,Cosette,Cyrus,Dale,Dalton,Daniela,Daria,Darius,Dave,Dean,Deborah,Debra,Diego,Dina,Dora,Doreen,Dorothy,Elliot,Elsie,Emery,Emily,Emmanuel,Erasmus,Eudora,Eveline,Ezekiel,Ezra,Fabian,Faith,Fisher,Flo,Francine,Freda,Galadriel,Garrett,George,Georgia,Gerard,Gianni,Glinda,Gregory,Gwen,Hal,Hank,Harlan,Harold,Harriet,Harvey,Henrietta,Herbert,Herman,Hilary,Hogan,Hollie,Hollis,Holly,Honey,Hoyt,Hugh,Ida,Ilias,Ira,Irving,Isaac,Isabel,Isla,Isobel,Israel,Jaida,Javier,Jazlyn,Jeannette,Jonah,Jorge,Josiah,Judah,Kassandra,Katalin,Katarina,Kathleen,Katrina,Kenneth,Kenya,Kevin,Kirk,Langston,Laurel,Lavender,Lawrence,Lawson,Lee,Lennox,Lenora,Lester,Lewis,Lex,Linnea,Lucian,Luna,Mackenzie,Madeleine,Madeline,Maeve,Magnolia,Magnus,Malachi,Marcia,Marco,Marina,Megan,Michelle,Moses,Nadine,Naomi,Nicolas,Norris,Octavia,Omar,Oona,Orlando,Pandora,Patience,Percy,Persephone,Phoenix,Pia,Quincy,Rhiannon,Ricardo,Rocco,Rochelle,Rodrigo,Romeo,Roosevelt,Rose,Santiago,Saul,Seraphina,Shelby,Sherman,Sid,Sinead,Sonia,Sophie,Stacey,Stanley,Stella,Sterling,Steven,Stuart,Sullivan,Sunny,Svetlana,Sydney,Taylor,Tex,Thaddeus,Travis,Tucker,Ulrich,Ulysses,Una,Valentina,Veronica,Vienna,Viola,Wilfred,Willa,Wren,Yusuf,Yves,Yvonne,Zinnia","Dale,Daniela,Dora,Jorge,Naomi,Omar,Sid,Sonia,Sterling,Yvonne,Agnes,Cecil,Dave,Emery,Emily,Fabian,Gerard,Ilias,Lawson,Megan,Roosevelt,Rose,Seraphina,Sunny,Zinnia,Ashlyn,Caleb,Cyrus,Doreen,Dorothy,Eudora,Garrett,Gregory,Hollie,Irving,Josiah,Katarina,Katrina,Lavender,Luna,Malachi,Marina,Phoenix,Rodrigo,Sinead,Taylor,Yusuf,Aleena,Alessandra,Andy,Archie,Arnold,Becky,Betty,Brady,Brice,Chloe,Claire,Clark,Corinne,Cosette,Dalton,Daria,Darius,Deborah,Debra,Eveline,Ezekiel,Fisher,Freda,Galadriel,George,Glinda,Gwen,Hank,Harold,Henrietta,Herbert,Herman,Hogan,Hollis,Holly,Honey,Hoyt,Hugh,Jaida,Jazlyn,Kathleen,Kenya,Kevin,Kirk,Langston,Lex,Maeve,Magnolia,Marcia,Michelle,Moses,Norris,Octavia,Pandora,Quincy,Rhiannon,Ricardo,Rochelle,Romeo,Saul,Shelby,Sophie,Stacey,Stanley,Sullivan,Svetlana,Tex,Thaddeus,Travis,Tucker,Ulrich,Viola,Wren,Yves,Adrian,Alyssa,Ana,Arden,Ashanti,Brooke,Carina,Carla,Casey,Connor,Constance,Dina,Dean,Diego,Elliot,Elsie,Emmanuel,Erasmus,Ezra,Faith,Flo,Francine,Georgia,Gianni,Hal,Harlan,Harriet,Harvey,Ida,Ira,Isaac,Isabel,Isla,Isobel,Israel,Kassandra,Katalin,Kenneth,Laurel,Lawrence,Lee,Lennox,Lenora,Lester,Linnea,Lucian,Mackenzie,Madeleine,Madeline,Magnus,Marco,Nadine,Nicolas,Oona,Orlando,Patience,Percy,Persephone,Pia,Rocco,Santiago,Sherman,Stella,Steven,Sydney,Ulysses,Una,Valentina,Veronica,Vienna,Wilfred,Willa",True,False,0.9323671497584541,779.4263796806335,50870,18620,,False,15450,comparative,False,
qwen-3.6-27b,large_tree_en,29,Who has the same number of children as Wilfredo?,"Adam,Adelaide,Alfred,Alicia,Alina,Amanda,Amara,Amber,Anika,Ansel,Antonella,Antonia,Antonio,Arabella,Ashton,Atticus,Bartholomew,Beatrix,Beau,Becca,Belle,Bentley,Bernadette,Bertram,Beth,Bethany,Blair,Blythe,Brock,Bryant,Bryce,Brynn,Bud,Caitlin,Carissa,Carol,Cassidy,Cecelia,Cedric,Celia,Charity,Chester,Christopher,Ciara,Clayton,Cole,Conan,Cornelia,Cressida,Cristina,Daisy,Dan,Dawn,Declan,Delilah,Dennis,Destiny,Dirk,Dolores,Dominic,Donovan,Drake,Duncan,Ed,Edith,Edward,Edwin,Eli,Elisa,Ella,Elmer,Elvis,Emilia,Erica,Erin,Esme,Estella,Estelle,Eugenia,Fanny,Franklin,Gabriel,Gary,Gavin,Genesis,Gideon,Gilda,Gina,Giselle,Glenys,Gloria,Haley,Harris,Hassan,Hattie,Hermione,Hilda,Hiram,Homer,Howard,Ian,Ilana,Immanuel,India,Ingrid,Irene,Jack,Jana,Janessa,Jesse,Joanne,Joel,Jolie,Juan,Jude,Juniper,Kamal,Karl,Kathy,Kelly,Kent,Kit,Lars,Leland,Liam,Lilian,Lillie,Lilly,Liv,Liza,Logan,Luke,Luz,Malcolm,Margery,Margo,Marie,Marigold,Mario,Marshall,Martina,Maureen,Maxim,May,Mercedes,Mia,Micah,Molly,Mona,Monroe,Mya,Myles,Natalie,Neil,Nico,Nikolai,Noel,Nora,Norma,Palmer,Peggy,Pete,Peter,Petra,Philippa,Phineas,Polly,Prescott,Preston,Primrose,Ralph,Raquel,Raul,Raven,Reginald,Rex,Richard,Rina,Rita,Roberta,Ronan,Roscoe,Roxanne,Ruby,Rudolph,Saoirse,Savannah,Sawyer,Seamus,Shane,Silas,Simon,Sofia,Soren,Tallulah,Teresa,Thomas,Timothy,Troy,Tux,Urban,Vaughn,Vex,Vladimir,Wade,Wil,Wyx,Xu,Yasmin,Yasmine,Yehuda,Yen,York,Zach,Zachary,Zaida,Zane,Zeke,Zep",,False,False,0.0,1000.0542352199554,0,0,Timeout,False,0,comparative,False,
qwen-3.6-27b,large_tree_en,30,Who is the brother of the father of Mila with platinum blonde hair?,Ulrich,Ulrich,True,True,1.0,58.29376721382141,50874,1589,,False,1990,enigme,True,5
qwen-3.6-27b,large_tree_en,31,Who is the sister of the mother of Prudence with auburn hair?,Yasmin,Yasmin,True,True,1.0,35.83753728866577,50875,1156,,False,1242,enigme,True,5
qwen-3.6-27b,large_tree_en,32,"Who is the mother of the person with black hair, blue eyes and a turquoise hat?",Madeleine,Corinne,False,False,0.0,212.71024107933044,50877,6848,,False,7976,enigme,True,6
qwen-3.6-27b,large_tree_en,33,Which descendants of Seraphina work as a librarian?,"Anne,Felicia","Anne,Felicia",True,True,1.0,120.24991798400879,50870,3861,,False,4006,verticale_descendant_critere,False,
qwen-3.6-27b,large_tree_en,34,Who is the brother of the mother of Inez with auburn hair?,Mel,Mel,True,True,1.0,47.748329639434814,50875,1543,,False,1804,enigme,True,5
qwen-3.6-27b,large_tree_en,35,"Who is the mother of the person with silver hair, green-brown eyes and a cream hat?",Marina,Kit,False,False,0.0,93.60317897796631,50879,3024,,False,3474,enigme,True,6
qwen-3.6-27b,large_tree_en,36,Which descendants of Luke work as a carpenter?,"Melba,Val","Melba,Val",True,True,1.0,56.144376039505005,50869,1795,,False,2046,verticale_descendant_critere,False,
qwen-3.6-27b,large_tree_en,37,Which descendants of Fisher work as a translator?,"Hunter,Kinley","Kinley,Hunter",True,True,1.0,98.22606682777405,50868,3158,,False,3374,verticale_descendant_critere,False,
qwen-3.6-27b,large_tree_en,38,Who are the children of Sue's grandparents' siblings?,"Anastasia,Cassidy,Coco,Gary,Ulysses","Cassidy,Coco,Anastasia,Gary,Ulysses",True,True,1.0,99.88671231269836,50870,3165,,False,3362,multihop,False,
qwen-3.6-27b,large_tree_en,39,Who is the brother of the father of Maisie with salt and pepper hair?,Wilfred,Wilfred,True,True,1.0,51.58767127990723,50875,1663,,False,1998,enigme,True,5
qwen-3.6-27b,large_tree_en,40,"Who is the father of the person with dark brown hair, blue-gray eyes and a purple hat?",Prescott,,False,False,0.0,999.7210035324097,0,0,Timeout,False,0,enigme,True,6
qwen-3.6-27b,large_tree_en,41,"Who is the father of the person with dark brown hair, dark brown eyes and a maroon hat?",Arnold,,False,False,0.0,999.2227416038513,0,0,Timeout,False,0,enigme,True,6
qwen-3.6-27b,large_tree_en,42,Which descendants of Samira work as a veterinarian?,"Emma,Roxanne","Roxanne,Emma",True,True,1.0,152.5532364845276,50869,3937,,False,3916,verticale_descendant_critere,False,
qwen-3.6-27b,large_tree_en,43,Which descendants of Ross work as a scientist?,"Cecelia,Dorothy","Dorothy,Cecelia",True,True,1.0,64.59328651428223,50868,1964,,False,2106,verticale_descendant_critere,False,
qwen-3.6-27b,large_tree_en,44,Which descendants of Eliana work as a chef?,"Theresa,Vladimir","Vladimir,Theresa",True,True,1.0,135.63431000709534,50869,3030,,False,3018,verticale_descendant_critere,False,
qwen-3.6-27b,large_tree_en,45,"Who is the mother of the person with red hair, dark brown eyes and a pink hat?",Glenys,Antonella,False,False,0.0,779.8809428215027,50878,13766,,False,15048,enigme,True,6
