model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,tokens_used,error,no_response,reasoning_tokens,question_type,is_enigma,enigma_complexity
mistral-medium-3.1,huge_tree_en,1,Who are Mel's great-grandparents?,"Kathy,Yvon","Carter (M): plumber','Yve (F): actor",False,False,0.0,1.3620414018630982,68,,False,0,relation_complexe,False,
mistral-medium-3.1,huge_tree_en,2,Which of Teresa's children have silver hair?,Kelly,,False,False,0.0,1.362043559551239,68,,True,0,relation_attribut_composee,False,
mistral-medium-3.1,huge_tree_en,3,Who are all of Len's descendants?,"Abel,Laura,Mel,Yve",,False,False,0.0,1.3620442152023315,68,,True,0,verticale_descendant,False,
mistral-medium-3.1,huge_tree_en,4,Which of Laura's siblings work as a nurse?,Abel,,False,False,0.0,1.3620447039604187,68,,True,0,relation_attribut_composee,False,
mistral-medium-3.1,huge_tree_en,5,Who has more children: Gil or their siblings?,Gil,,False,False,0.0,1.362045133113861,68,,True,0,conditional,False,
mistral-medium-3.1,huge_tree_en,6,How many grandsons does Rhonda have?,1,,False,False,0.0,1.3620455503463744,68,,True,0,comptage_complexe,False,
mistral-medium-3.1,huge_tree_en,7,Who are Tex's nephews and nieces?,"Fred,Pia,Rachel",,False,False,0.0,1.3620477795600892,68,,True,0,relation_complexe,False,
mistral-medium-3.1,huge_tree_en,8,Who are Oz's brothers?,None,,False,False,0.0,1.3620491743087768,68,,True,0,relation_complexe,False,
mistral-medium-3.1,huge_tree_en,9,Which of Brooke's children have gray hair?,Pax,,False,False,0.0,1.3620510578155518,68,,True,0,relation_attribut_composee,False,
mistral-medium-3.1,huge_tree_en,10,Who has chestnut hair and violet eyes?,"Todd,Trevor",,False,False,0.0,1.3620526790618896,68,,True,0,recherche_multi_criteres,False,
mistral-medium-3.1,huge_tree_en,11,Who are Melissa's uncles and aunts?,"Orion,Viv",,False,False,0.0,1.3620535850524902,68,,True,0,relation_complexe,False,
mistral-medium-3.1,huge_tree_en,12,Quelles sont les couleurs de cheveux des beaux-parents des enfants de Xavier ?,"gray,jet black",,False,False,0.0,1.3620540738105773,68,,True,0,multihop,False,
mistral-medium-3.1,huge_tree_en,13,Which men are in the same generation as Noah?,"Abel,Alexander,Blake,Charles,Colin,Damien,Darren,Diego,Edgar,Edward,Fernando,Francis,Fred,George,Gil,Grant,Gus,Hector,Henry,Hux,Ike,Jack,Jax,Jose,Keith,Kyle,Lance,Leo,Lester,Liam,Louis,Luke,Marcus,Mel,Moe,Nathan,Neil,Nicholas,Nolan,Norman,Oscar,Otto,Owen,Oz,Philip,Sam,Samuel,Sebastian,Sid,Steven,Timothy,Tristan,Tux,Tyler,Vic,Vincent,Wade,Walt,Walter,Warren,Wayne,Wes,Wilfredo,Xen,Xu,York,Yves,Yves,Zane,Zep",,False,False,0.0,1.3620545029640199,68,,True,0,transversale_generation,False,
mistral-medium-3.1,huge_tree_en,14,Who has the same number of children as Rodrigo?,"Aaron,Alba,Andrea,Andy,Arthur,Ava,Brooke,Courtney,Diego,Edith,Edward,Emma,Faye,Felicity,Gloria,Gordon,Greta,Hal,Harold,Hugo,Ira,Iris,Ivan,Jade,Jake,James,Janet,Jay,Jeremy,Jim,Kelly,Kenneth,Kristen,Lance,Leonard,Lila,Mason,Max,Michael,Monica,Mya,Nat,Nell,Octavia,Opal,Orion,Pat,Patricia,Paul,Penny,Peter,Petra,Quentin,Ralph,Randall,Robert,Rose,Ruben,Rue,Samantha,Sandra,Sylvia,Tanya,Tara,Tex,Theodore,Tia,Tina,Tony,Trevor,Una,Vera,Vernon,Veronica,Vince,Wil,Win,Xavier,Xia,Ximena,Xiomara,Yann,Yma,Yuki,Yvette,Yvonne,Zach,Zachary,Zyx",,False,False,0.0,1.3620549082756042,68,,True,0,comparative,False,
mistral-medium-3.1,huge_tree_en,15,Whose parent is Diego?,"Oliver,Rex",,False,False,0.0,1.362057089805603,68,,True,0,relation_inverse,False,
mistral-medium-3.1,huge_tree_en,16,Who are Maya's grandmothers?,Penny,,False,False,0.0,1.3620579957962036,68,,True,0,relation_complexe,False,
mistral-medium-3.1,huge_tree_en,17,Who is the brother of Larry who works as a social worker?,Blake,,False,False,0.0,1.3620584726333618,68,,True,0,enigme,True,1
mistral-medium-3.1,huge_tree_en,18,Who are Mya's nephews and nieces?,"Claire,Damien,Esther,Katherine,Mia,Sue",,False,False,0.0,1.362058937549591,68,,True,0,relation_complexe,False,
mistral-medium-3.1,huge_tree_en,19,Which of Katherine's siblings work as a musician?,Mia,,False,False,0.0,1.3620600581169129,68,,True,0,relation_attribut_composee,False,
mistral-medium-3.1,huge_tree_en,20,Who are Lester's sisters?,Holly,,False,False,0.0,1.3620616436004638,68,,True,0,relation_complexe,False,
mistral-medium-3.1,huge_tree_en,21,Who is Natalie's father?,Cameron,Cameron,True,True,1.0,2.3864780187606813,117,,False,0,relation_directe,False,
