model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,tokens_used,error,no_response,reasoning_tokens,question_type,is_enigma,enigma_complexity
qwen-3.5-27b-turboquant-3,large_tree_en,1,Who is Wendy's mother?,Ora,Ora,True,True,1.0,19.317904472351074,570,,False,0,relation_directe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,2,Who is the child of the daughter of Eleanor?,Xara,Xara,True,True,1.0,39.671019315719604,1211,,False,0,enigme,True,2
qwen-3.5-27b-turboquant-3,large_tree_en,3,Who has green-brown eyes?,"Eleanor,Victor","Eleanor,Victor",True,True,1.0,34.50277256965637,1071,,False,0,recherche_attributs,False,
qwen-3.5-27b-turboquant-3,large_tree_en,4,Who is Xara's father?,Wilfredo,Wilfredo,True,True,1.0,17.111313581466675,521,,False,0,relation_directe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,5,How many granddaughters does Eleanor have?,1,Xara,False,False,0.0,210.80332136154175,7104,,False,0,comptage_complexe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,6,Who has more children: Quinn or their siblings?,"Rue,Rue","Kit,Rue",False,False,0.5,163.19349598884583,4966,,False,0,conditional,False,
qwen-3.5-27b-turboquant-3,large_tree_en,7,Who are Xara's uncles?,None,None,True,True,1.0,92.6671793460846,3041,,False,0,relation_complexe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,8,Who are Victor's children?,"Kit,Quinn,Rue","Kit,Quinn,Rue",True,True,1.0,13.776196956634521,449,,False,0,relation_directe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,9,How many journalists are there?,1,Kit,False,False,0.0,137.01205372810364,4002,,False,0,comptage,False,
qwen-3.5-27b-turboquant-3,large_tree_en,10,Who are Xara's parents?,"Rue,Wilfredo","Rue,Wilfredo",True,True,1.0,37.13284206390381,1142,,False,0,relation_directe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,1,Who is Wendy's mother?,Ora,Ora,True,True,1.0,15.660252571105957,456,,False,0,relation_directe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,2,Who is the child of the daughter of Eleanor?,Xara,Xara,True,True,1.0,30.915175676345825,953,,False,0,enigme,True,2
qwen-3.5-27b-turboquant-3,large_tree_en,3,Who has green-brown eyes?,"Eleanor,Victor","Eleanor,Victor",True,True,1.0,35.68750858306885,1081,,False,0,recherche_attributs,False,
qwen-3.5-27b-turboquant-3,large_tree_en,4,Who is Xara's father?,Wilfredo,Wilfredo,True,True,1.0,14.25960898399353,438,,False,0,relation_directe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,5,How many granddaughters does Eleanor have?,1,1,True,True,1.0,349.39891624450684,7519,,False,0,comptage_complexe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,6,Who has more children: Quinn or their siblings?,"Rue,Rue",Rue,True,True,1.0,128.30698323249817,3030,,False,0,conditional,False,
qwen-3.5-27b-turboquant-3,large_tree_en,7,Who are Xara's uncles?,None,None,True,True,1.0,31.045060634613037,973,,False,0,relation_complexe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,8,Who are Victor's children?,"Kit,Quinn,Rue","Kit,Quinn,Rue",True,True,1.0,18.95939588546753,628,,False,0,relation_directe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,9,How many journalists are there?,1,Kit,False,False,0.0,286.70632576942444,5097,,False,0,comptage,False,
qwen-3.5-27b-turboquant-3,large_tree_en,10,Who are Xara's parents?,"Rue,Wilfredo","Rue,Wilfredo",True,True,1.0,17.31348204612732,548,,False,0,relation_directe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,1,Who is Wendy's mother?,Ora,Ora,True,True,1.0,22.95098614692688,712,,False,0,relation_directe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,2,Who is the child of the daughter of Eleanor?,Xara,Xara,True,True,1.0,28.197590827941895,864,,False,0,enigme,True,2
qwen-3.5-27b-turboquant-3,large_tree_en,3,Who has green-brown eyes?,"Eleanor,Victor","Eleanor,Victor",True,True,1.0,34.12515568733215,1026,,False,0,recherche_attributs,False,
qwen-3.5-27b-turboquant-3,large_tree_en,4,Who is Xara's father?,Wilfredo,Wilfredo,True,True,1.0,16.774852752685547,526,,False,0,relation_directe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,5,How many granddaughters does Eleanor have?,1,Xara,False,False,0.0,246.2283787727356,5443,,False,0,comptage_complexe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,6,Who has more children: Quinn or their siblings?,"Rue,Rue",Rue,True,True,1.0,218.32023310661316,4880,,False,0,conditional,False,
qwen-3.5-27b-turboquant-3,large_tree_en,7,Who are Xara's uncles?,None,None,True,True,1.0,64.9743058681488,2109,,False,0,relation_complexe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,8,Who are Victor's children?,"Kit,Quinn,Rue","Kit,Quinn,Rue",True,True,1.0,13.216860294342041,436,,False,0,relation_directe,False,
qwen-3.5-27b-turboquant-3,large_tree_en,9,How many journalists are there?,1,1,True,True,1.0,262.5768964290619,7001,,False,0,comptage,False,
qwen-3.5-27b-turboquant-3,large_tree_en,10,Who are Xara's parents?,"Rue,Wilfredo","Rue,Wilfredo",True,True,1.0,19.514997482299805,618,,False,0,relation_directe,False,
