model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,prompt_tokens,tokens_used,cached_tokens,cost_usd,error,no_response,reasoning_tokens,question_type,difficulty,hallucinated_names,is_enigma,enigma_complexity,batch_size,finish_reason,provider,thinking_level
qwen3.8-max@budget16k,hard_v4_en,1,"Who are the step-parents of the person with dark brown hair, hazel eyes and a pink hat (partners of one of the parents of the person with dark brown hair, hazel eyes and a pink hat who are not the parents of the person with dark brown hair, hazel eyes and a pink hat)?",Tux,Tux,True,True,1.0,0.0004539966583251953,3287,6845,2944,0.03506200899999999,,False,6832,beaux_parents,hard,0,False,,5,stop,,budget16k
qwen3.8-max@budget16k,hard_v4_en,2,Which people without parents work as a programmer?,"Everett,Jax,Preston","Everett,Jax,Preston",True,True,1.0,0.0005025386810302735,3287,6845,2944,0.03506200899999999,,False,6832,verticale_racine_critere,hard,0,False,,5,stop,,budget16k
qwen3.8-max@budget16k,hard_v4_en,3,Which people without parents work as an artist?,"Blair,Curtis,Dina,Malachi,Micah,Rafaela,Trisha","Blair,Curtis,Dina,Malachi,Micah,Rafaela,Trisha",True,True,1.0,0.0005248069763183593,3287,6845,2944,0.03506200899999999,,False,6832,verticale_racine_critere,hard,0,False,,5,stop,,budget16k
qwen3.8-max@budget16k,hard_v4_en,4,"Among Willow and their siblings, who has the most children?","Emilio,Willow","Emilio,Willow",True,True,1.0,0.0005398750305175781,3287,6845,2944,0.03506200899999999,,False,6832,conditional,hard,0,False,,5,stop,,budget16k
qwen3.8-max@budget16k,hard_v4_en,5,Which people without parents work as a manager?,"Fernanda,Marigold,Rudy,Simone","Fernanda,Marigold,Rudy,Simone",True,True,1.0,0.000559234619140625,3287,6845,2944,0.03506200899999999,,False,6832,verticale_racine_critere,hard,0,False,,5,stop,,budget16k
qwen3.8-max@budget16k,hard_v4_en,6,"What are the hair colors of the in-laws of the children of the person with black hair, green-brown eyes and a navy hat?","chestnut,dark brown,platinum blonde","chestnut,dark brown,platinum blonde",True,True,1.0,0.00020570755004882811,3287,7830,2944,0.03993874399999999,,False,7822,multihop,hard,0,False,,5,stop,,budget16k
qwen3.8-max@budget16k,hard_v4_en,7,Who are Lucy's step-parents (partners of one of Lucy's parents who are not Lucy's parents)?,Maxim,Maxim,True,True,1.0,0.00022301673889160156,3287,7830,2944,0.03993874399999999,,False,7822,beaux_parents,hard,0,False,,5,stop,,budget16k
qwen3.8-max@budget16k,hard_v4_en,8,Which people without parents work as a pilot?,"Anouk,Hannah,Jay,Vaughn","Anouk,Hannah,Jay,Vaughn",True,True,1.0,0.00023941993713378907,3287,7830,2944,0.03993874399999999,,False,7822,verticale_racine_critere,hard,0,False,,5,stop,,budget16k
qwen3.8-max@budget16k,hard_v4_en,9,"Who are the half-siblings of the person with strawberry blonde hair, green-brown eyes and a pink hat?",Kieran,Kieran,True,True,1.0,0.0002522468566894531,3287,7830,2944,0.03993874399999999,,False,7822,demi_fratrie,hard,0,False,,5,stop,,budget16k
qwen3.8-max@budget16k,hard_v4_en,10,"How many half-siblings does the person with silver hair, blue eyes and a white hat have?",2,2,True,True,1.0,0.00026650428771972655,3287,7830,2944,0.03993874399999999,,False,7822,demi_fratrie,hard,0,False,,5,stop,,budget16k
qwen3.8-max@budget16k,hard_v4_en,11,"Which descendants of the person with black hair, dark brown eyes and a pink hat work as a lawyer?","Rosalie,Talia","Rosalie,Talia",True,True,1.0,0.00016579627990722656,3282,7613,0,0.04310726299999999,,False,7602,verticale_descendant_critere,hard,0,False,,5,stop,,budget16k
qwen3.8-max@budget16k,hard_v4_en,12,Which people without parents work as a banker?,"Jared,Khloe,Louise,Nadine,Tristan","Jared,Khloe,Louise,Nadine,Tristan",True,True,1.0,0.00018491744995117188,3282,7613,0,0.04310726299999999,,False,7602,verticale_racine_critere,hard,0,False,,5,stop,,budget16k
qwen3.8-max@budget16k,hard_v4_en,13,"Which descendants of the person with gray hair, gray eyes and a beige hat work as an actor?","Daria,Lexi,Rayna,Roger","Daria,Lexi,Rayna,Roger",True,True,1.0,0.00020041465759277344,3282,7613,0,0.04310726299999999,,False,7602,verticale_descendant_critere,hard,0,False,,5,stop,,budget16k
qwen3.8-max@budget16k,hard_v4_en,14,"Who are the half-siblings of the person with brown hair, blue eyes and a green hat?","Finley,Nia","Finley,Nia",True,True,1.0,0.00021796226501464845,3282,7613,0,0.04310726299999999,,False,7602,demi_fratrie,hard,0,False,,5,stop,,budget16k
qwen3.8-max@budget16k,hard_v4_en,15,Which descendants of Isabel work as a teacher?,"Carol,Nina","Carol,Nina",True,True,1.0,0.00023193359375,3282,7613,0,0.04310726299999999,,False,7602,verticale_descendant_critere,hard,0,False,,5,stop,,budget16k
