model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,prompt_tokens,tokens_used,cached_tokens,cost_usd,error,no_response,reasoning_tokens,question_type,difficulty,hallucinated_names,is_enigma,enigma_complexity,batch_size,finish_reason,provider,thinking_level
deepseek-v4-pro@high,hard_v4_en,1,"Who are the step-parents of the person with dark brown hair, hazel eyes and a pink hat (partners of one of the parents of the person with dark brown hair, hazel eyes and a pink hat who are not the parents of the person with dark brown hair, hazel eyes and a pink hat)?",Tux,Tux,True,True,1.0,0.0005875587463378906,3133,5021,1459,0.022157036,,False,5009,beaux_parents,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,2,Which people without parents work as a programmer?,"Everett,Jax,Preston","Everett,Preston,Jax",True,True,1.0,0.0006113052368164062,3133,5021,1459,0.022157036,,False,5009,verticale_racine_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,3,Which people without parents work as an artist?,"Blair,Curtis,Dina,Malachi,Micah,Rafaela,Trisha","Micah,Curtis,Trisha,Malachi,Rafaela,Blair",False,False,0.8571428571428571,0.0006308078765869141,3133,5021,1459,0.022157036,,False,5009,verticale_racine_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,4,"Among Willow and their siblings, who has the most children?","Emilio,Willow","Willow,Emilio",True,True,1.0,0.0006460189819335937,3133,5021,1459,0.022157036,,False,5009,conditional,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,5,Which people without parents work as a manager?,"Fernanda,Marigold,Rudy,Simone","Marigold,Rudy,Fernanda,Simone",True,True,1.0,0.0006618976593017578,3133,5021,1459,0.022157036,,False,5009,verticale_racine_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,6,"What are the hair colors of the in-laws of the children of the person with black hair, green-brown eyes and a navy hat?","chestnut,dark brown,platinum blonde","chestnut,platinum blonde,dark brown",True,True,1.0,0.00037822723388671877,3132,5346,1459,0.023442716,,False,5336,multihop,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,7,Who are Lucy's step-parents (partners of one of Lucy's parents who are not Lucy's parents)?,Maxim,Maxim,True,True,1.0,0.0003960132598876953,3132,5346,1459,0.023442716,,False,5336,beaux_parents,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,8,Which people without parents work as a pilot?,"Anouk,Hannah,Jay,Vaughn","Hannah,Jay,Anouk,Vaughn",True,True,1.0,0.00041308403015136717,3132,5346,1459,0.023442716,,False,5336,verticale_racine_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,9,"Who are the half-siblings of the person with strawberry blonde hair, green-brown eyes and a pink hat?",Kieran,Kieran,True,True,1.0,0.0004261970520019531,3132,5346,1459,0.023442716,,False,5336,demi_fratrie,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,10,"How many half-siblings does the person with silver hair, blue eyes and a white hat have?",2,1,False,False,0.0,0.0004410266876220703,3132,5346,1459,0.023442716,,False,5336,demi_fratrie,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,11,"Which descendants of the person with black hair, dark brown eyes and a pink hat work as a lawyer?","Rosalie,Talia","Rosalie,Talia",True,True,1.0,0.00030670166015625,3128,7990,1459,0.033907676,,False,7978,verticale_descendant_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,12,Which people without parents work as a banker?,"Jared,Khloe,Louise,Nadine,Tristan","Jared,Tristan,Louise,Nadine,Khloe",True,True,1.0,0.0003289222717285156,3128,7990,1459,0.033907676,,False,7978,verticale_racine_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,13,"Which descendants of the person with gray hair, gray eyes and a beige hat work as an actor?","Daria,Lexi,Rayna,Roger","Roger,Lexi,Daria",False,False,0.75,0.000345611572265625,3128,7990,1459,0.033907676,,False,7978,verticale_descendant_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,14,"Who are the half-siblings of the person with brown hair, blue eyes and a green hat?","Finley,Nia","Finley,Nia",True,True,1.0,0.00035986900329589846,3128,7990,1459,0.033907676,,False,7978,demi_fratrie,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,15,Which descendants of Isabel work as a teacher?,"Carol,Nina","Carol,Nina",True,True,1.0,0.00037322044372558596,3128,7990,1459,0.033907676,,False,7978,verticale_descendant_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,16,"If the person with strawberry blonde hair, brown eyes and a cream hat has brothers, who are their daughters?","Beatrice,Linda","Beatrice,Linda",True,True,1.0,0.00026636123657226564,3129,5790,1459,0.025196996000000003,,False,5784,conditional,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,17,"Which descendants of the person with auburn hair, hazel eyes and a navy hat work as a salesperson?","Mercedes,Travis","Mercedes,Travis",True,True,1.0,0.00028629302978515624,3129,5790,1459,0.025196996000000003,,False,5784,verticale_descendant_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,18,How many half-siblings does Molly have?,1,1,True,True,1.0,0.0002999305725097656,3129,5790,1459,0.025196996000000003,,False,5784,demi_fratrie,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,19,"Who are the half-brothers of the person with brown hair, blue eyes and a green hat?",Finley,Finley,True,True,1.0,0.0003189563751220703,3129,5790,1459,0.025196996000000003,,False,5784,demi_fratrie,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,20,Which descendants of Sawyer work as an artist?,"Anna,Nayeli",Anna,False,False,0.5,0.00033402442932128906,3129,5790,1459,0.025196996000000003,,False,5784,verticale_descendant_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,21,Which descendants of Eudora work as a chef?,"Langston,Olivia","Langston,Olivia",True,True,1.0,0.0002925872802734375,3148,5691,3072,0.022771848,,False,5684,verticale_descendant_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,22,"With whom did the person with black hair, green eyes and a black hat have children?","Calvin,Jared","Calvin,Jared",True,True,1.0,0.0003090381622314453,3148,5691,3072,0.022771848,,False,5684,beaux_parents,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,23,"Who are the step-parents of the person with light brown hair, blue-gray eyes and a white hat (partners of one of the parents of the person with light brown hair, blue-gray eyes and a white hat who are not the parents of the person with light brown hair, blue-gray eyes and a white hat)?",Gem,Gem,True,True,1.0,0.00032196044921875,3148,5691,3072,0.022771848,,False,5684,beaux_parents,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,24,"Who are the step-parents of the person with jet black hair, black eyes and a cream hat (partners of one of the parents of the person with jet black hair, black eyes and a cream hat who are not the parents of the person with jet black hair, black eyes and a cream hat)?",Cyril,Cyril,True,True,1.0,0.00033416748046875,3148,5691,3072,0.022771848,,False,5684,beaux_parents,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,25,"Which descendants of the person with chestnut hair, hazel eyes and a beige hat work as a scientist?","Cora,Imelda","Imelda,Cora",True,True,1.0,0.0003480434417724609,3148,5691,3072,0.022771848,,False,5684,verticale_descendant_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,26,With whom did Miguel have children?,"Corinne,Rafaela","Corinne,Rafaela",True,True,1.0,0.0002803325653076172,3126,6466,3072,0.025811808000000002,,False,6456,beaux_parents,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,27,"Among Israel and their siblings, who has the most children?",Etta,"Etta,Israel",False,False,0.5,0.0002985477447509766,3126,6466,3072,0.025811808000000002,,False,6456,conditional,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,28,"Who are the half-siblings of the person with dark brown hair, violet eyes and a gold hat?","Ada,Cason",Ada,False,False,0.5,0.00031304359436035156,3126,6466,3072,0.025811808000000002,,False,6456,demi_fratrie,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,29,Which people without parents work as a firefighter?,"Haven,Nico,Rhys,Tina","Haven,Nico,Rhys,Tina",True,True,1.0,0.0003273487091064453,3126,6466,3072,0.025811808000000002,,False,6456,verticale_racine_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,30,"Which descendants of the person with brown hair, light brown eyes and a yellow hat work as a banker?","Eudora,Miguel","Eudora,Miguel",True,True,1.0,0.00034384727478027345,3126,6466,3072,0.025811808000000002,,False,6456,verticale_descendant_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,31,"Among the person with gray hair, brown eyes and a burgundy hat and their siblings, who has the most children?","Mae,Tabitha","Mae,Tabitha",True,True,1.0,0.0002991199493408203,3136,5979,3072,0.023896488,,False,5969,conditional,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,32,"Who are the step-parents of the person with jet black hair, violet eyes and a maroon hat (partners of one of the parents of the person with jet black hair, violet eyes and a maroon hat who are not the parents of the person with jet black hair, violet eyes and a maroon hat)?",Nelson,Nelson,True,True,1.0,0.0003207206726074219,3136,5979,3072,0.023896488,,False,5969,beaux_parents,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,33,"Among Lucy and their siblings, who has the most children?","Betty,Lucy","Betty,Lucy",True,True,1.0,0.00033707618713378905,3136,5979,3072,0.023896488,,False,5969,conditional,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,34,Which people without parents work as a pharmacist?,"Clement,Naima,Owen,Ross","Clement,Naima,Owen,Ross",True,True,1.0,0.00035395622253417967,3136,5979,3072,0.023896488,,False,5969,verticale_racine_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,35,Who are Kassandra's half-siblings?,"Bud,Imani","Bud,Imani",True,True,1.0,0.0003722190856933594,3136,5979,3072,0.023896488,,False,5969,demi_fratrie,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,36,Which people without parents work as an electrician?,"Jonah,Russell","Russell,Jonah",True,True,1.0,0.00025997161865234377,3127,5245,3072,0.020977968,,False,5234,verticale_racine_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,37,With whom did Mary have children?,"Ford,Immanuel","Ford,Immanuel",True,True,1.0,0.0002775669097900391,3127,5245,3072,0.020977968,,False,5234,beaux_parents,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,38,Who are Chloe's half-siblings?,Dorothy,Dorothy,True,True,1.0,0.00029163360595703126,3127,5245,3072,0.020977968,,False,5234,demi_fratrie,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,39,Which people without parents work as a waiter?,"Braxton,Charlene,Corey,Norman,Rebecca,Rupert,Xander","Rebecca,Xander,Braxton,Charlene,Rupert,Corey,Norman",True,True,1.0,0.0003101825714111328,3127,5245,3072,0.020977968,,False,5234,verticale_racine_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,40,"How many people answer the following question (answer with a number): ""Who has the same hair color as the father of the mother of the person with white hair, dark brown eyes and a white hat?""",31,0,False,False,0.0,0.000324249267578125,3127,5245,3072,0.020977968,,False,5234,multihop,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,41,"Among Wyatt and their siblings, who has the most children?",Wyatt,Wyatt,True,True,1.0,0.0002960681915283203,3134,6762,3072,0.026994528000000004,,False,6751,conditional,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,42,Which people without parents work as a social worker?,"Farley,Honey,Maxim,Mya,Nessa,Raul,Sophie","Farley,Honey,Maxim,Mya,Nessa,Raul,Sophie",True,True,1.0,0.00031790733337402346,3134,6762,3072,0.026994528000000004,,False,6751,verticale_racine_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,43,"Among the person with salt and pepper hair, black eyes and a white hat and their siblings, who has the most children?",Brock,Brock,True,True,1.0,0.00033206939697265624,3134,6762,3072,0.026994528000000004,,False,6751,conditional,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,44,"Which of the children of the person with dark brown hair, gray eyes and a white hat have children who work in the same profession as the person with dark brown hair, gray eyes and a white hat?",Joanna,Joanna,True,True,1.0,0.0003451824188232422,3134,6762,3072,0.026994528000000004,,False,6751,conditional,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,45,"With whom did the person with jet black hair, dark brown eyes and a gray hat have children?","Anouk,Marigold","Marigold,Anouk",True,True,1.0,0.00036025047302246094,3134,6762,3072,0.026994528000000004,,False,6751,beaux_parents,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,46,"Who are the step-parents of the person with silver hair, dark brown eyes and a navy hat (partners of one of the parents of the person with silver hair, dark brown eyes and a navy hat who are not the parents of the person with silver hair, dark brown eyes and a navy hat)?",Christopher,Christopher,True,True,1.0,0.0003692626953125,3138,7890,3072,0.031466688,,False,7884,beaux_parents,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,47,"Which descendants of the person with brown hair, light brown eyes and a yellow hat work as a photographer?","Ada,Win","Ada,Win",True,True,1.0,0.00040221214294433594,3138,7890,3072,0.031466688,,False,7884,verticale_descendant_critere,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,48,Who are the children of Cassius's grandparents' siblings?,Grady,Grady,True,True,1.0,0.00041866302490234375,3138,7890,3072,0.031466688,,False,7884,multihop,hard,0,False,,5,stop,,high
deepseek-v4-pro@high,hard_v4_en,49,How many half-siblings does Bud have?,2,2,True,True,1.0,0.000432586669921875,3138,7890,3072,0.031466688,,False,7884,demi_fratrie,hard,0,False,,5,stop,,high
