model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,prompt_tokens,tokens_used,cached_tokens,cost_usd,error,no_response,reasoning_tokens,question_type,difficulty,hallucinated_names,is_enigma,enigma_complexity,batch_size,finish_reason,provider,thinking_level
gemini-3.8-flash@high,hard_v4_en,1,"Who are the step-parents of the person with dark brown hair, hazel eyes and a pink hat (partners of one of the parents of the person with dark brown hair, hazel eyes and a pink hat who are not the parents of the person with dark brown hair, hazel eyes and a pink hat)?",Tux,Tux,True,True,1.0,17.42556676864624,3175,7366,0,0.03000375,,False,7349,beaux_parents,hard,0,False,,5,stop,Google AI Studio,high
gemini-3.8-flash@high,hard_v4_en,2,Which people without parents work as a programmer?,"Everett,Jax,Preston","Everett,Jax,Preston",True,True,1.0,17.425583362579346,3175,7366,0,0.03000375,,False,7349,verticale_racine_critere,hard,0,False,,5,stop,Google AI Studio,high
gemini-3.8-flash@high,hard_v4_en,3,Which people without parents work as an artist?,"Blair,Curtis,Dina,Malachi,Micah,Rafaela,Trisha","Blair,Curtis,Dina,Malachi,Micah,Rafaela,Trisha",True,True,1.0,17.42559757232666,3175,7366,0,0.03000375,,False,7349,verticale_racine_critere,hard,0,False,,5,stop,Google AI Studio,high
gemini-3.8-flash@high,hard_v4_en,4,"Among Willow and their siblings, who has the most children?","Emilio,Willow","Emilio,Willow",True,True,1.0,17.425608825683593,3175,7366,0,0.03000375,,False,7349,conditional,hard,0,False,,5,stop,Google AI Studio,high
gemini-3.8-flash@high,hard_v4_en,5,Which people without parents work as a manager?,"Fernanda,Marigold,Rudy,Simone","Fernanda,Marigold,Rudy,Simone",True,True,1.0,17.42562084197998,3175,7366,0,0.03000375,,False,7349,verticale_racine_critere,hard,0,False,,5,stop,Google AI Studio,high
gemini-3.8-flash@high,hard_v4_en,6,"What are the hair colors of the in-laws of the children of the person with black hair, green-brown eyes and a navy hat?","chestnut,dark brown,platinum blonde","chestnut,dark brown,light brown,platinum blonde,silver",False,False,0.6,31.359796667098998,3176,10805,0,0.04290075,,False,10791,multihop,hard,0,False,,5,stop,Google AI Studio,high
gemini-3.8-flash@high,hard_v4_en,7,Who are Lucy's step-parents (partners of one of Lucy's parents who are not Lucy's parents)?,Maxim,Maxim,True,True,1.0,31.35982241630554,3176,10805,0,0.04290075,,False,10791,beaux_parents,hard,0,False,,5,stop,Google AI Studio,high
gemini-3.8-flash@high,hard_v4_en,8,Which people without parents work as a pilot?,"Anouk,Hannah,Jay,Vaughn","Anouk,Hannah,Jay,Vaughn",True,True,1.0,31.35985131263733,3176,10805,0,0.04290075,,False,10791,verticale_racine_critere,hard,0,False,,5,stop,Google AI Studio,high
gemini-3.8-flash@high,hard_v4_en,9,"Who are the half-siblings of the person with strawberry blonde hair, green-brown eyes and a pink hat?",Kieran,Kieran,True,True,1.0,31.359872913360597,3176,10805,0,0.04290075,,False,10791,demi_fratrie,hard,0,False,,5,stop,Google AI Studio,high
gemini-3.8-flash@high,hard_v4_en,10,"How many half-siblings does the person with silver hair, blue eyes and a white hat have?",2,2,True,True,1.0,31.359893226623534,3176,10805,0,0.04290075,,False,10791,demi_fratrie,hard,0,False,,5,stop,Google AI Studio,high
gemini-3.8-flash@high,hard_v4_en,11,"Which descendants of the person with black hair, dark brown eyes and a pink hat work as a lawyer?","Rosalie,Talia","Rosalie,Talia",True,True,1.0,14.233834981918335,3171,5409,0,0.022662,,False,5396,verticale_descendant_critere,hard,0,False,,5,stop,Google AI Studio,high
gemini-3.8-flash@high,hard_v4_en,12,Which people without parents work as a banker?,"Jared,Khloe,Louise,Nadine,Tristan","Jared,Khloe,Louise,Nadine,Tristan",True,True,1.0,14.233857345581054,3171,5409,0,0.022662,,False,5396,verticale_racine_critere,hard,0,False,,5,stop,Google AI Studio,high
gemini-3.8-flash@high,hard_v4_en,13,"Which descendants of the person with gray hair, gray eyes and a beige hat work as an actor?","Daria,Lexi,Rayna,Roger","Daria,Lexi,Rayna,Roger",True,True,1.0,14.233872747421264,3171,5409,0,0.022662,,False,5396,verticale_descendant_critere,hard,0,False,,5,stop,Google AI Studio,high
gemini-3.8-flash@high,hard_v4_en,14,"Who are the half-siblings of the person with brown hair, blue eyes and a green hat?","Finley,Nia","Finley,Nia",True,True,1.0,14.233885240554809,3171,5409,0,0.022662,,False,5396,demi_fratrie,hard,0,False,,5,stop,Google AI Studio,high
gemini-3.8-flash@high,hard_v4_en,15,Which descendants of Isabel work as a teacher?,"Carol,Nina","Carol,Nina",True,True,1.0,14.233897161483764,3171,5409,0,0.022662,,False,5396,verticale_descendant_critere,hard,0,False,,5,stop,Google AI Studio,high
