model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,prompt_tokens,tokens_used,cached_tokens,cost_usd,error,no_response,reasoning_tokens,question_type,difficulty,hallucinated_names,is_enigma,enigma_complexity,batch_size,finish_reason,provider,thinking_level
kimi-k3@high,hard_v4_en,1,"Who are the step-parents of the person with dark brown hair, hazel eyes and a pink hat (partners of one of the parents of the person with dark brown hair, hazel eyes and a pink hat who are not the parents of the person with dark brown hair, hazel eyes and a pink hat)?",Tux,Tux,True,True,1.0,115.71560916900634,3130,4036,3123,0.0614979,,False,4021,beaux_parents,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,2,Which people without parents work as a programmer?,"Everett,Jax,Preston","Everett,Jax,Preston",True,True,1.0,115.71563558578491,3130,4036,3123,0.0614979,,False,4021,verticale_racine_critere,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,3,Which people without parents work as an artist?,"Blair,Curtis,Dina,Malachi,Micah,Rafaela,Trisha","Curtis,Dina,Malachi,Micah,Rafaela,Trisha",False,False,0.8571428571428571,115.71565947532653,3130,4036,3123,0.0614979,,False,4021,verticale_racine_critere,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,4,"Among Willow and their siblings, who has the most children?","Emilio,Willow","Emilio,Willow",True,True,1.0,115.71567397117614,3130,4036,3123,0.0614979,,False,4021,conditional,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,5,Which people without parents work as a manager?,"Fernanda,Marigold,Rudy,Simone","Fernanda,Marigold,Rudy,Simone",True,True,1.0,115.7156879901886,3130,4036,3123,0.0614979,,False,4021,verticale_racine_critere,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,6,"What are the hair colors of the in-laws of the children of the person with black hair, green-brown eyes and a navy hat?","chestnut,dark brown,platinum blonde","chestnut,platinum blonde,dark brown",True,True,1.0,31.917129802703858,3130,1396,0,0.03033,,False,1383,multihop,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,7,Who are Lucy's step-parents (partners of one of Lucy's parents who are not Lucy's parents)?,Maxim,Maxim,True,True,1.0,31.917148113250732,3130,1396,0,0.03033,,False,1383,beaux_parents,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,8,Which people without parents work as a pilot?,"Anouk,Hannah,Jay,Vaughn","Anouk,Hannah,Jay,Vaughn",True,True,1.0,31.917163467407228,3130,1396,0,0.03033,,False,1383,verticale_racine_critere,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,9,"Who are the half-siblings of the person with strawberry blonde hair, green-brown eyes and a pink hat?",Kieran,Kieran,True,True,1.0,31.917174291610717,3130,1396,0,0.03033,,False,1383,demi_fratrie,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,10,"How many half-siblings does the person with silver hair, blue eyes and a white hat have?",2,2,True,True,1.0,31.917186641693114,3130,1396,0,0.03033,,False,1383,demi_fratrie,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,11,"Which descendants of the person with black hair, dark brown eyes and a pink hat work as a lawyer?","Rosalie,Talia","Rosalie,Talia",True,True,1.0,46.8900707244873,3125,1684,0,0.034635,,False,1671,verticale_descendant_critere,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,12,Which people without parents work as a banker?,"Jared,Khloe,Louise,Nadine,Tristan","Jared,Samuel,Tristan,Louise,Nadine,Khloe",False,False,0.8333333333333334,46.890098333358765,3125,1684,0,0.034635,,False,1671,verticale_racine_critere,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,13,"Which descendants of the person with gray hair, gray eyes and a beige hat work as an actor?","Daria,Lexi,Rayna,Roger","Roger,Lexi,Daria",False,False,0.75,46.8901171207428,3125,1684,0,0.034635,,False,1671,verticale_descendant_critere,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,14,"Who are the half-siblings of the person with brown hair, blue eyes and a green hat?","Finley,Nia","Nia,Finley",True,True,1.0,46.8901340007782,3125,1684,0,0.034635,,False,1671,demi_fratrie,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,15,Which descendants of Isabel work as a teacher?,"Carol,Nina","Carol,Nina",True,True,1.0,46.89014902114868,3125,1684,0,0.034635,,False,1671,verticale_descendant_critere,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,16,"If the person with strawberry blonde hair, brown eyes and a cream hat has brothers, who are their daughters?","Beatrice,Linda","Beatrice,Linda",True,True,1.0,31.861870861053468,3126,1411,0,0.030543,,False,1400,conditional,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,17,"Which descendants of the person with auburn hair, hazel eyes and a navy hat work as a salesperson?","Mercedes,Travis","Mercedes,Travis",True,True,1.0,31.861893892288208,3126,1411,0,0.030543,,False,1400,verticale_descendant_critere,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,18,How many half-siblings does Molly have?,1,1,True,True,1.0,31.861914825439452,3126,1411,0,0.030543,,False,1400,demi_fratrie,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,19,"Who are the half-brothers of the person with brown hair, blue eyes and a green hat?",Finley,Finley,True,True,1.0,31.86192750930786,3126,1411,0,0.030543,,False,1400,demi_fratrie,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,20,Which descendants of Sawyer work as an artist?,"Anna,Nayeli",Anna,False,False,0.5,31.861940336227416,3126,1411,0,0.030543,,False,1400,verticale_descendant_critere,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,21,Which descendants of Eudora work as a chef?,"Langston,Olivia","Langston,Olivia",True,True,1.0,25.94178252220154,3145,1038,0,0.025005,,False,1026,verticale_descendant_critere,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,22,"With whom did the person with black hair, green eyes and a black hat have children?","Calvin,Jared","Jared,Calvin",True,True,1.0,25.941813278198243,3145,1038,0,0.025005,,False,1026,beaux_parents,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,23,"Who are the step-parents of the person with light brown hair, blue-gray eyes and a white hat (partners of one of the parents of the person with light brown hair, blue-gray eyes and a white hat who are not the parents of the person with light brown hair, blue-gray eyes and a white hat)?",Gem,Gem,True,True,1.0,25.941828441619872,3145,1038,0,0.025005,,False,1026,beaux_parents,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,24,"Who are the step-parents of the person with jet black hair, black eyes and a cream hat (partners of one of the parents of the person with jet black hair, black eyes and a cream hat who are not the parents of the person with jet black hair, black eyes and a cream hat)?",Cyril,Cyril,True,True,1.0,25.941841411590577,3145,1038,0,0.025005,,False,1026,beaux_parents,hard,0,False,,5,stop,,high
kimi-k3@high,hard_v4_en,25,"Which descendants of the person with chestnut hair, hazel eyes and a beige hat work as a scientist?","Cora,Imelda","Imelda,Cora",True,True,1.0,25.941855573654173,3145,1038,0,0.025005,,False,1026,verticale_descendant_critere,hard,0,False,,5,stop,,high
