model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,prompt_tokens,tokens_used,cached_tokens,cost_usd,error,no_response,reasoning_tokens,question_type,difficulty,hallucinated_names,is_enigma,enigma_complexity,batch_size,finish_reason,provider,thinking_level
claude-opus-5@high,hard_v4_en,1,"Who are the step-parents of the person with dark brown hair, hazel eyes and a pink hat (partners of one of the parents of the person with dark brown hair, hazel eyes and a pink hat who are not the parents of the person with dark brown hair, hazel eyes and a pink hat)?",Tux,Tux,True,True,1.0,14.700507164001465,4686,1518,0,0.06138,,False,0,beaux_parents,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,2,Which people without parents work as a programmer?,"Everett,Jax,Preston","Everett,Preston,Jax",True,True,1.0,14.700524473190308,4686,1518,0,0.06138,,False,0,verticale_racine_critere,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,3,Which people without parents work as an artist?,"Blair,Curtis,Dina,Malachi,Micah,Rafaela,Trisha","Micah,Curtis,Trisha,Malachi,Rafaela,Dina,Blair",True,True,1.0,14.700544500350953,4686,1518,0,0.06138,,False,0,verticale_racine_critere,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,4,"Among Willow and their siblings, who has the most children?","Emilio,Willow","Willow,Emilio",True,True,1.0,14.700557470321655,4686,1518,0,0.06138,,False,0,conditional,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,5,Which people without parents work as a manager?,"Fernanda,Marigold,Rudy,Simone","Marigold,Fernanda,Simone,Rudy",True,True,1.0,14.700571966171264,4686,1518,0,0.06138,,False,0,verticale_racine_critere,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,6,"What are the hair colors of the in-laws of the children of the person with black hair, green-brown eyes and a navy hat?","chestnut,dark brown,platinum blonde","platinum blonde,dark brown,chestnut,light brown,silver",False,False,0.6,20.86374740600586,4687,1970,0,0.072685,,False,0,multihop,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,7,Who are Lucy's step-parents (partners of one of Lucy's parents who are not Lucy's parents)?,Maxim,Maxim,True,True,1.0,20.86377868652344,4687,1970,0,0.072685,,False,0,beaux_parents,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,8,Which people without parents work as a pilot?,"Anouk,Hannah,Jay,Vaughn","Hannah,Anouk,Jay,Vaughn",True,True,1.0,20.86379747390747,4687,1970,0,0.072685,,False,0,verticale_racine_critere,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,9,"Who are the half-siblings of the person with strawberry blonde hair, green-brown eyes and a pink hat?",Kieran,Kieran,True,True,1.0,20.8638099193573,4687,1970,0,0.072685,,False,0,demi_fratrie,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,10,"How many half-siblings does the person with silver hair, blue eyes and a white hat have?",2,2,True,True,1.0,20.863822412490844,4687,1970,0,0.072685,,False,0,demi_fratrie,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,11,"Which descendants of the person with black hair, dark brown eyes and a pink hat work as a lawyer?","Rosalie,Talia","Rosalie,Talia",True,True,1.0,18.49511637687683,4681,1796,0,0.068305,,False,0,verticale_descendant_critere,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,12,Which people without parents work as a banker?,"Jared,Khloe,Louise,Nadine,Tristan","Jared,Louise,Khloe,Nadine,Tristan",True,True,1.0,18.495134830474854,4681,1796,0,0.068305,,False,0,verticale_racine_critere,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,13,"Which descendants of the person with gray hair, gray eyes and a beige hat work as an actor?","Daria,Lexi,Rayna,Roger","Lexi,Daria,Rayna",False,False,0.75,18.495151233673095,4681,1796,0,0.068305,,False,0,verticale_descendant_critere,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,14,"Who are the half-siblings of the person with brown hair, blue eyes and a green hat?","Finley,Nia","Finley,Nia",True,True,1.0,18.495166063308716,4681,1796,0,0.068305,,False,0,demi_fratrie,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,15,Which descendants of Isabel work as a teacher?,"Carol,Nina","Carol,Nina",True,True,1.0,18.495178318023683,4681,1796,0,0.068305,,False,0,verticale_descendant_critere,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,16,"If the person with strawberry blonde hair, brown eyes and a cream hat has brothers, who are their daughters?","Beatrice,Linda","Beatrice,Linda",True,True,1.0,6.365265274047852,4683,578,0,0.037865,,False,0,conditional,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,17,"Which descendants of the person with auburn hair, hazel eyes and a navy hat work as a salesperson?","Mercedes,Travis","Mercedes,Travis",True,True,1.0,6.365286254882813,4683,578,0,0.037865,,False,0,verticale_descendant_critere,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,18,How many half-siblings does Molly have?,1,1,True,True,1.0,6.365301561355591,4683,578,0,0.037865,,False,0,demi_fratrie,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,19,"Who are the half-brothers of the person with brown hair, blue eyes and a green hat?",Finley,Finley,True,True,1.0,6.365313959121704,4683,578,0,0.037865,,False,0,demi_fratrie,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,20,Which descendants of Sawyer work as an artist?,"Anna,Nayeli",Anna,False,False,0.5,6.365326929092407,4683,578,0,0.037865,,False,0,verticale_descendant_critere,hard,0,False,,5,stop,anthropic,high
claude-opus-5@high,hard_v4_en,21,Which descendants of Eudora work as a chef?,"Langston,Olivia","Langston,Olivia",True,True,1.0,7.427326297760009,4707,744,4606,0.021408,,False,0,verticale_descendant_critere,hard,0,False,,5,stop,anthropic,high
